Binomial.1.2,Order.1.2,Family.1.2,log10density,log10BM,dataset
Ctenomys_coludo,Rodentia,Ctenomyidae,NA,2.428134794028789,mam
Ctenomys_conoveri,Rodentia,Ctenomyidae,NA,2.8512583487190755,mam
Ctenomys_coyhaiquensis,Rodentia,Ctenomyidae,NA,2.1072099696478683,mam
Ctenomys_dorbignyi,Rodentia,Ctenomyidae,NA,2.255272505103306,mam
Ctenomys_dorsalis,Rodentia,Ctenomyidae,NA,2.219060332448861,mam
Ctenomys_emilianus,Rodentia,Ctenomyidae,NA,2.4553017716570764,mam
Ctenomys_famosus,Rodentia,Ctenomyidae,NA,2.1228709228644354,mam
Ctenomys_flamarioni,Rodentia,Ctenomyidae,NA,2.4437322414015967,mam
Ctenomys_fochi,Rodentia,Ctenomyidae,NA,2.2420442393695508,mam
Ctenomys_fodax,Rodentia,Ctenomyidae,NA,2.0515383905153275,mam
Ctenomys_frater,Rodentia,Ctenomyidae,NA,2.40226138245468,mam
Ctenomys_fulvus,Rodentia,Ctenomyidae,NA,2.537819095073274,mam
Ctenomys_goodfellowi,Rodentia,Ctenomyidae,NA,2.578524605274993,mam
Ctenomys_haigi,Rodentia,Ctenomyidae,NA,2.214843848047698,mam
Ctenomys_johannis,Rodentia,Ctenomyidae,NA,2.3895204658463776,mam
Ctenomys_juris,Rodentia,Ctenomyidae,NA,1.9637878273455553,mam
Ctenomys_knighti,Rodentia,Ctenomyidae,NA,2.27415784926368,mam
Ctenomys_lami,Rodentia,Ctenomyidae,NA,2.3774883833761327,mam
Ctenomys_latro,Rodentia,Ctenomyidae,NA,2.2833012287035497,mam
Ctenomys_leucodon,Rodentia,Ctenomyidae,NA,2.3866772839608377,mam
Ctenomys_lewisi,Rodentia,Ctenomyidae,NA,2.068927611682072,mam
Ctenomys_magellanicus,Rodentia,Ctenomyidae,NA,2.4345689040341987,mam
Ctenomys_maulinus,Rodentia,Ctenomyidae,NA,2.3324384599156054,mam
Ctenomys_mendocinus,Rodentia,Ctenomyidae,NA,2.0916669575956846,mam
Ctenomys_minutus,Rodentia,Ctenomyidae,NA,1.9694159123539814,mam
Ctenomys_occultus,Rodentia,Ctenomyidae,NA,2.1760912590556813,mam
Ctenomys_opimus,Rodentia,Ctenomyidae,NA,2.568788212315347,mam
Ctenomys_osvaldoreigi,Rodentia,Ctenomyidae,NA,2.3502480183341627,mam
Ctenomys_pearsoni,Rodentia,Ctenomyidae,NA,2.3344537511509307,mam
Ctenomys_perrensi,Rodentia,Ctenomyidae,NA,2.3344537511509307,mam
Ctenomys_peruanus,Rodentia,Ctenomyidae,NA,2.690196080028514,mam
Ctenomys_pilarensis,Rodentia,Ctenomyidae,NA,2.3380578754197563,mam
Ctenomys_pontifex,Rodentia,Ctenomyidae,NA,2.6020599913279625,mam
Ctenomys_porteousi,Rodentia,Ctenomyidae,NA,2.284205067701794,mam
Ctenomys_pundti,Rodentia,Ctenomyidae,NA,1.9420080530223132,mam
Ctenomys_rionegrensis,Rodentia,Ctenomyidae,NA,2.1705550585212086,mam
Ctenomys_roigi,Rodentia,Ctenomyidae,NA,2.344981413927258,mam
Ctenomys_saltarius,Rodentia,Ctenomyidae,NA,2.279894980011638,mam
Ctenomys_scagliai,Rodentia,Ctenomyidae,NA,2.3560258571931225,mam
Ctenomys_sericeus,Rodentia,Ctenomyidae,NA,1.7909884750888159,mam
Ctenomys_sociabilis,Rodentia,Ctenomyidae,NA,2.322219294733919,mam
Ctenomys_steinbachi,Rodentia,Ctenomyidae,NA,2.5854607295085006,mam
Ctenomys_sylvanus,Rodentia,Ctenomyidae,NA,2.5109469486729727,mam
Ctenomys_talarum,Rodentia,Ctenomyidae,NA,2.121559844187501,mam
Ctenomys_torquatus,Rodentia,Ctenomyidae,NA,2.3211840273023143,mam
Ctenomys_tuconax,Rodentia,Ctenomyidae,NA,2.325720858019412,mam
Ctenomys_tucumanus,Rodentia,Ctenomyidae,NA,2.3102683666324477,mam
Ctenomys_tulduco,Rodentia,Ctenomyidae,NA,2.329194415088451,mam
Ctenomys_validus,Rodentia,Ctenomyidae,NA,2.3666097103924297,mam
Ctenomys_viperinus,Rodentia,Ctenomyidae,NA,2.48572142648158,mam
Ctenomys_yolandae,Rodentia,Ctenomyidae,NA,2.0588054866759067,mam
Cuniculus_paca,Rodentia,Cuniculidae,NA,3.9030899869919438,mam
Cuniculus_taczanowskii,Rodentia,Cuniculidae,NA,3.954237683918273,mam
Cuon_alpinus,Carnivora,Canidae,NA,4.1058506743851435,mam
Cuscomys_ashaninka,Rodentia,Abrocomidae,NA,2.777499319590365,mam
Cuscomys_oblativa,Rodentia,Abrocomidae,NA,2.711638538232349,mam
Cuvieronius_hyodon,Proboscidea,Gomphotheriidae,NA,6.793301353613115,mam
Cyclopes_didactylus,Pilosa,Cyclopedidae,NA,2.517855418930029,mam
Cynictis_penicillata,Carnivora,Herpestidae,NA,2.9222062774390163,mam
Cynocephalus_volans,Dermoptera,Cynocephalidae,NA,3.0969100130080562,mam
Cynogale_bennettii,Carnivora,Viverridae,NA,3.6532125137753435,mam
Cynomys_gunnisoni,Rodentia,Sciuridae,NA,2.9661417327390325,mam
Cynomys_leucurus,Rodentia,Sciuridae,NA,2.958324931644053,mam
Cynomys_ludovicianus,Rodentia,Sciuridae,NA,3.13481437032046,mam
Cynomys_mexicanus,Rodentia,Sciuridae,NA,2.9542425094393248,mam
Cynomys_parvidens,Rodentia,Sciuridae,NA,2.9542425094393248,mam
Cynotherium_sardous,Carnivora,Canidae,NA,4.044202541730654,mam
Dacnomys_millardi,Rodentia,Muridae,NA,2.254064452914338,mam
Dactylomys_boliviensis,Rodentia,Echimyidae,NA,2.862608363964942,mam
Dactylomys_dactylinus,Rodentia,Echimyidae,NA,2.8129133566428557,mam
Dactylomys_peruanus,Rodentia,Echimyidae,NA,2.582063362911709,mam
Dactylonax_palpator,Diprotodontia,Petauridae,NA,2.5998830720736876,mam
Dactylopsila_kambuayai,Diprotodontia,Petauridae,NA,2.3521825181113627,mam
Dactylopsila_megalura,Diprotodontia,Petauridae,NA,2.588271706842329,mam
Dactylopsila_tatei,Diprotodontia,Petauridae,NA,2.401400540781544,mam
Dactylopsila_trivirgata,Diprotodontia,Petauridae,NA,2.6164755138885654,mam
Dama_dama,Cetartiodactyla,Cervidae,NA,4.7501225267834,mam
Dama_mesopotamica,Cetartiodactyla,Cervidae,NA,4.860338006570994,mam
Damaliscus_hypsodon,Cetartiodactyla,Bovidae,NA,4.799340549453582,mam
Damaliscus_lunatus,Cetartiodactyla,Bovidae,NA,5.133539866371694,mam
Damaliscus_niro,Cetartiodactyla,Bovidae,NA,5.176091259055681,mam
Damaliscus_pygargus,Cetartiodactyla,Bovidae,NA,5.008600171761918,mam
Dasycercus_blythi,Dasyuromorphia,Dasyuridae,NA,1.9232440186302764,mam
Dasycercus_cristicauda,Dasyuromorphia,Dasyuridae,NA,2,mam
Dasykaluta_rosamondae,Dasyuromorphia,Dasyuridae,NA,1.4593924877592308,mam
Dasymys_foxi,Rodentia,Muridae,NA,2.0666985504229953,mam
Dasymys_incomtus,Rodentia,Muridae,NA,1.9552065375419418,mam
Dasymys_montanus,Rodentia,Muridae,NA,1.9138138523837167,mam
Dasymys_nudipes,Rodentia,Muridae,NA,2.039017321997412,mam
Dasymys_rufulus,Rodentia,Muridae,NA,1.9459607035775686,mam
Dasyprocta_azarae,Rodentia,Dasyproctidae,NA,3.3636119798921444,mam
Dasyprocta_coibae,Rodentia,Dasyproctidae,NA,3.3415334414404065,mam
Dasyprocta_croconota,Rodentia,Dasyproctidae,NA,3.3979400086720375,mam
Dasyprocta_fuliginosa,Rodentia,Dasyproctidae,NA,3.5440680443502757,mam
Dasyprocta_guamara,Rodentia,Dasyproctidae,NA,3.423245873936808,mam
Dasyprocta_iacki,Rodentia,Dasyproctidae,NA,3.484299839346786,mam
Dasyprocta_kalinowskii,Rodentia,Dasyproctidae,NA,3.423245873936808,mam
Dasyprocta_leporina,Rodentia,Dasyproctidae,NA,3.4800069429571505,mam
Dasyprocta_mexicana,Rodentia,Dasyproctidae,NA,3.6989700043360187,mam
Dasyprocta_prymnolopha,Rodentia,Dasyproctidae,NA,3.462397997898956,mam
Dasyprocta_punctata,Rodentia,Dasyproctidae,NA,3.427323786357247,mam
Dasyprocta_ruatanica,Rodentia,Dasyproctidae,NA,3.220081924933815,mam
Dasyprocta_variegata,Rodentia,Dasyproctidae,NA,3.6127838567197355,mam
Dasypus_bellus,Cingulata,CingulataFam,NA,4.247482260677054,mam
Dasypus_hybridus,Cingulata,CingulataFam,NA,3.1760912590556813,mam
Dasypus_kappleri,Cingulata,CingulataFam,NA,3.9777236052888476,mam
Dasypus_novemcinctus,Cingulata,CingulataFam,NA,3.6236420458522685,mam
Dasypus_pilosus,Cingulata,CingulataFam,NA,3.6478717653062325,mam
Dasypus_sabanicola,Cingulata,CingulataFam,NA,3.060697840353612,mam
Dasypus_septemcinctus,Cingulata,CingulataFam,NA,3.1837537055929572,mam
Dasypus_yepesi,Cingulata,CingulataFam,NA,3.2361088015872816,mam
Dasyuroides_byrnei,Dasyuromorphia,Dasyuridae,NA,2.016197353512439,mam
Dasyurus_albopunctatus,Dasyuromorphia,Dasyuridae,NA,2.8041394323353503,mam
Dasyurus_geoffroii,Dasyuromorphia,Dasyuridae,NA,3.041392685158225,mam
Dasyurus_hallucatus,Dasyuromorphia,Dasyuridae,NA,2.720159303405957,mam
Dasyurus_maculatus,Dasyuromorphia,Dasyuridae,NA,3.7403626894942437,mam
Dasyurus_spartacus,Dasyuromorphia,Dasyuridae,NA,3.0837175638989476,mam
Dasyurus_viverrinus,Dasyuromorphia,Dasyuridae,NA,3.037426497940624,mam
Daubentonia_madagascariensis,Primates,Daubentoniidae,NA,3.3979400086720375,mam
Daubentonia_robustus,Primates,Daubentoniidae,NA,4.146128035678238,mam
Delanymys_brooksi,Rodentia,Nesomyidae,NA,0.6989700043360189,mam
Delomys_collinus,Rodentia,Cricetidae,NA,1.8802417758954804,mam
Delomys_dorsalis,Rodentia,Cricetidae,NA,1.8293037728310249,mam
Delomys_sublineatus,Rodentia,Cricetidae,NA,1.954242509439325,mam
Deltamys_kempi,Rodentia,Cricetidae,NA,1.421603926869831,mam
Dendrogale_melanura,Scandentia,Tupaiidae,NA,1.7781512503836436,mam
Dendrogale_murina,Scandentia,Tupaiidae,NA,1.6989700043360187,mam
Dendrohyrax_arboreus,Hyracoidea,Procaviidae,NA,3.469822015978163,mam
Dendrohyrax_dorsalis,Hyracoidea,Procaviidae,NA,3.5017437296279943,mam
Dendrohyrax_validus,Hyracoidea,Procaviidae,NA,3.385606273598312,mam
Dendrolagus_bennettianus,Diprotodontia,Macropodidae,NA,4.039414119176137,mam
Dendrolagus_dorianus,Diprotodontia,Macropodidae,NA,4.002956147520295,mam
Dendrolagus_goodfellowi,Diprotodontia,Macropodidae,NA,3.90444504107691,mam
Dendrolagus_inustus,Diprotodontia,Macropodidae,NA,4.114987743008379,mam
Dendrolagus_lumholtzi,Diprotodontia,Macropodidae,NA,3.829303772831025,mam
Dendrolagus_matschiei,Diprotodontia,Macropodidae,NA,3.842609239610562,mam
Dendrolagus_mayri,Diprotodontia,Macropodidae,NA,3.9661417327390325,mam
Dendrolagus_mbaiso,Diprotodontia,Macropodidae,NA,3.942008053022313,mam
Dendrolagus_notatus,Diprotodontia,Macropodidae,NA,3.7958800173440754,mam
Dendrolagus_pulcherrimus,Diprotodontia,Macropodidae,NA,3.815365197490756,mam
Dendrolagus_scottae,Diprotodontia,Macropodidae,NA,4.01598810538413,mam
Dendrolagus_spadix,Diprotodontia,Macropodidae,NA,3.9590413923210934,mam
Dendrolagus_stellarum,Diprotodontia,Macropodidae,NA,3.937853763611335,mam
Dendrolagus_ursinus,Diprotodontia,Macropodidae,NA,4.122215878272827,mam
Dendromus_insignis,Rodentia,Nesomyidae,NA,1.0453229787866574,mam
Dendromus_kahuziensis,Rodentia,Nesomyidae,NA,1.0791812460476249,mam
Dendromus_kivu,Rodentia,Nesomyidae,NA,1.0413926851582251,mam
Dendromus_lachaisei,Rodentia,Nesomyidae,NA,1.0644579892269184,mam
Dendromus_lovati,Rodentia,Nesomyidae,NA,1.0791812460476249,mam
Dendromus_melanotis,Rodentia,Nesomyidae,NA,0.9590413923210935,mam
Dendromus_mesomelas,Rodentia,Nesomyidae,NA,1.0453229787866574,mam
Dendromus_messorius,Rodentia,Nesomyidae,NA,1.1643528557844371,mam
Dendromus_mystacalis,Rodentia,Nesomyidae,NA,0.8864907251724818,mam
Dendromus_nyikae,Rodentia,Nesomyidae,NA,1.1760912590556813,mam
Dendromus_oreas,Rodentia,Nesomyidae,NA,1.0293837776852097,mam
Dendromus_ruppi,Rodentia,Nesomyidae,NA,1.0644579892269184,mam
Dendromus_vernayi,Rodentia,Nesomyidae,NA,1.0606978403536116,mam
Dendroprionomys_rousseloti,Rodentia,Nesomyidae,NA,1.1760912590556813,mam
Deomys_ferrugineus,Rodentia,Muridae,NA,1.792391689498254,mam
Dephomys_defua,Rodentia,Muridae,NA,1.6344772701607315,mam
Desmana_moschata,Eulipotyphla,Talpidae,NA,2.583198773968623,mam
Desmodilliscus_braueri,Rodentia,Muridae,NA,1,mam
Desmodillus_auricularis,Rodentia,Muridae,NA,1.7267272090265722,mam
Desmomys_harringtoni,Rodentia,Muridae,NA,1.954242509439325,mam
Desmomys_yaldeni,Rodentia,Muridae,NA,1.6720978579357175,mam
Diabolotherium_nordenskioldi,Pilosa,Megalonychidae,NA,4.8401060944567575,mam
Dicerorhinus_sumatrensis,Perissodactyla,Rhinocerotidae,NA,6.102662456185154,mam
Diceros_bicornis,Perissodactyla,Rhinocerotidae,NA,6.072070001400344,mam
Dicroceros_spA,Cetartiodactyla,Cervidae,NA,4.046194605053723,mam
Dicrostonyx_groenlandicus,Rodentia,Cricetidae,NA,1.73559889969818,mam
Dicrostonyx_hudsonius,Rodentia,Cricetidae,NA,1.7558748556724915,mam
Dicrostonyx_nelsoni,Rodentia,Cricetidae,NA,1.761927838420529,mam
Dicrostonyx_nunatakensis,Rodentia,Cricetidae,NA,1.7641761323903307,mam
Dicrostonyx_richardsoni,Rodentia,Cricetidae,NA,1.7403626894942439,mam
Dicrostonyx_torquatus,Rodentia,Cricetidae,NA,1.9294189257142926,mam
Dicrostonyx_unalascensis,Rodentia,Cricetidae,NA,1.845098040014257,mam
Dicrostonyx_vinogradovi,Rodentia,Cricetidae,NA,1.7611758131557314,mam
Didelphis_albiventris,Didelphimorphia,Didelphidae,NA,2.9561684304753633,mam
Didelphis_aurita,Didelphimorphia,Didelphidae,NA,3.06595298031387,mam
Didelphis_imperfecta,Didelphimorphia,Didelphidae,NA,2.9413623357117613,mam
Didelphis_marsupialis,Didelphimorphia,Didelphidae,NA,3.037904357312404,mam
Didelphis_pernigra,Didelphimorphia,Didelphidae,NA,3.0563330349511615,mam
Didelphis_virginiana,Didelphimorphia,Didelphidae,NA,3.3415334414404065,mam
Dinaromys_bogdanovi,Rodentia,Cricetidae,NA,1.7481880270062005,mam
Dinomys_branickii,Rodentia,Dinomyidae,NA,4.096910013008056,mam
Diomys_crumpi,Rodentia,Muridae,NA,1.7168377232995244,mam
Diplogale_hosei,Carnivora,Viverridae,NA,3.113943352306837,mam
Diplomesodon_pulchellum,Eulipotyphla,Soricidae,NA,1.0413926851582251,mam
Diplomys_caniceps,Rodentia,Echimyidae,NA,2.596047007545439,mam
Diplomys_labilis,Rodentia,Echimyidae,NA,2.3569814009931314,mam
Diplothrix_legata,Rodentia,Muridae,NA,2.7040646794085674,mam
Dipodomys_agilis,Rodentia,Heteromyidae,NA,1.7626785637274363,mam
Dipodomys_californicus,Rodentia,Heteromyidae,NA,1.9294189257142926,mam
Dipodomys_compactus,Rodentia,Heteromyidae,NA,1.69284691927723,mam
Dipodomys_deserti,Rodentia,Heteromyidae,NA,2.019116290447073,mam
Dipodomys_elator,Rodentia,Heteromyidae,NA,1.8893017025063104,mam
Dipodomys_gravipes,Rodentia,Heteromyidae,NA,1.9242792860618816,mam
Dipodomys_heermanni,Rodentia,Heteromyidae,NA,1.8573324964312685,mam
Dipodomys_ingens,Rodentia,Heteromyidae,NA,2.126780577012009,mam
Dipodomys_merriami,Rodentia,Heteromyidae,NA,1.6232492903979006,mam
Dipodomys_microps,Rodentia,Heteromyidae,NA,1.7371926427047373,mam
Dipodomys_nelsoni,Rodentia,Heteromyidae,NA,1.9474337218870508,mam
Dipodomys_nitratoides,Rodentia,Heteromyidae,NA,1.6424645202421213,mam
Dipodomys_ordii,Rodentia,Heteromyidae,NA,1.7810369386211318,mam
Dipodomys_panamintinus,Rodentia,Heteromyidae,NA,1.8733206018153987,mam
Dipodomys_phillipsii,Rodentia,Heteromyidae,NA,1.6127838567197355,mam
Dipodomys_simulans,Rodentia,Heteromyidae,NA,1.7596678446896306,mam
Dipodomys_spectabilis,Rodentia,Heteromyidae,NA,2.1332194567324945,mam
Dipodomys_stephensi,Rodentia,Heteromyidae,NA,1.8438554226231612,mam
Dipodomys_venustus,Rodentia,Heteromyidae,NA,1.8573324964312685,mam
Diprotodon_optatum,Diprotodontia,Diprotodontidae,NA,6.431363764158987,mam
Dipus_sagitta,Rodentia,Dipodidae,NA,1.932980821923198,mam
Distoechurus_pennatus,Diprotodontia,Acrobatidae,NA,1.6444385894678386,mam
Doedicurus_clavicaudatus,Cingulata,CingulataFam,NA,6.166726055580051,mam
Dolichotis_patagonum,Rodentia,Caviidae,NA,3.9030899869919438,mam
Dolichotis_salinicola,Rodentia,Caviidae,NA,3.2041199826559246,mam
Dologale_dybowskii,Carnivora,Herpestidae,NA,2.5440680443502757,mam
Dorcatragus_megalotis,Cetartiodactyla,Bovidae,NA,4.010719628351769,mam
Dorcopsis_atrata,Diprotodontia,Macropodidae,NA,3.7720648688517646,mam
Dorcopsis_hageni,Diprotodontia,Macropodidae,NA,3.7403626894942437,mam
Dorcopsis_luctuosa,Diprotodontia,Macropodidae,NA,3.8029104894190398,mam
Dorcopsis_muelleri,Diprotodontia,Macropodidae,NA,3.7403626894942437,mam
Dorcopsulus_macleayi,Diprotodontia,Macropodidae,NA,3.475380593143361,mam
Dorcopsulus_vanheurni,Diprotodontia,Macropodidae,NA,3.25183281862864,mam
Dremomys_everetti,Rodentia,Sciuridae,NA,2.1687920203141817,mam
Dremomys_gularis,Rodentia,Sciuridae,NA,2.403977963669355,mam
Dremomys_lokriah,Rodentia,Sciuridae,NA,2.3560258571931225,mam
Dremomys_pernyi,Rodentia,Sciuridae,NA,2.2979792441593623,mam
Dremomys_pyrrhomerus,Rodentia,Sciuridae,NA,2.3891660843645326,mam
Dremomys_rufigenis,Rodentia,Sciuridae,NA,2.3010299956639813,mam
Dromiciops_gliroides,Microbiotheria,Microbiotheriidae,NA,1.3483048630481607,mam
Dryomys_laniger,Rodentia,Gliridae,NA,1.3463529744506386,mam
Dryomys_niethammeri,Rodentia,Gliridae,NA,1.5185139398778875,mam
Dryomys_nitedula,Rodentia,Gliridae,NA,1.4608978427565478,mam
Dusicyon_australis,Carnivora,Canidae,NA,4.323932408757994,mam
Dusicyon_avus,Carnivora,Canidae,NA,4.113943352306837,mam
Dymecodon_pilirostris,Eulipotyphla,Talpidae,NA,1.209515014542631,mam
Echimys_chrysurus,Rodentia,Echimyidae,NA,2.8145805160103188,mam
Echimys_saturnus,Rodentia,Echimyidae,NA,2.797198269838959,mam
Echimys_vieirai,Rodentia,Echimyidae,NA,2.7073998311332486,mam
Echinops_telfairi,Afrosoricida,Tenrecidae,NA,2.255272505103306,mam
Echinosorex_gymnura,Eulipotyphla,Erinaceidae,NA,2.9809119377768436,mam
Echiothrix_centrosa,Rodentia,Muridae,NA,2.4164740791002206,mam
Echiothrix_leucura,Rodentia,Muridae,NA,2.426998958756537,mam
Echymipera_clara,Peramelemorphia,Peramelidae,NA,3.0921941206973163,mam
Echymipera_davidi,Peramelemorphia,Peramelidae,NA,2.9777236052888476,mam
Echymipera_echinista,Peramelemorphia,Peramelidae,NA,3,mam
Echymipera_kalubu,Peramelemorphia,Peramelidae,NA,2.893317811616112,mam
Echymipera_rufescens,Peramelemorphia,Peramelidae,NA,3.041392685158225,mam
Eira_barbara,Carnivora,Mustelidae,NA,3.5921767573958667,mam
Elaphodus_cephalophus,Cetartiodactyla,Cervidae,NA,4.525044807036846,mam
Elaphurus_davidianus,Cetartiodactyla,Cervidae,NA,5.173186268412274,mam
Elasmotherium_sibiricum,Perissodactyla,Rhinocerotidae,NA,6.6127838567197355,mam
Elephantulus_brachyrhynchus,Macroscelidea,Macroscelididae,NA,1.6766936096248666,mam
Elephantulus_edwardii,Macroscelidea,Macroscelididae,NA,1.6812412373755872,mam
Elephantulus_fuscipes,Macroscelidea,Macroscelididae,NA,1.7558748556724915,mam
Elephantulus_fuscus,Macroscelidea,Macroscelididae,NA,2.7323937598229686,mam
Elephantulus_intufi,Macroscelidea,Macroscelididae,NA,1.6946051989335686,mam
Elephantulus_myurus,Macroscelidea,Macroscelididae,NA,1.7193312869837267,mam
Elephantulus_pilicaudus,Macroscelidea,Macroscelididae,NA,1.6532125137753437,mam
Elephantulus_revoilii,Macroscelidea,Macroscelididae,NA,1.5118833609788744,mam
Elephantulus_rozeti,Macroscelidea,Macroscelididae,NA,1.6812412373755872,mam
Elephantulus_rufescens,Macroscelidea,Macroscelididae,NA,1.5740312677277188,mam
Elephantulus_rupestris,Macroscelidea,Macroscelididae,NA,1.8221680793680175,mam
Elephas_antiquus,Proboscidea,Elephantidae,NA,7.113943352306837,mam
Elephas_cypriotes,Proboscidea,Elephantidae,NA,5.301029995663981,mam
Elephas_iolensis,Proboscidea,Elephantidae,NA,6.812913356642856,mam
Elephas_maximus,Proboscidea,Elephantidae,NA,6.4996870826184034,mam
Elephas_mnaidriensis,Proboscidea,Elephantidae,NA,6.042181594515767,mam
Elephas_namadicus,Proboscidea,Elephantidae,NA,7.113943352306837,mam
Elephas_naumanii,Proboscidea,Elephantidae,NA,6.347999990397827,mam
Elephas_tiliensis,Proboscidea,Elephantidae,NA,5.907948521612273,mam
Eligmodontia_moreni,Rodentia,Cricetidae,NA,1.255272505103306,mam
Eligmodontia_morgani,Rodentia,Cricetidae,NA,1.2174839442139063,mam
Eligmodontia_puerulus,Rodentia,Cricetidae,NA,1.4548448600085102,mam
Eligmodontia_typus,Rodentia,Cricetidae,NA,1.2380461031287955,mam
Eliomys_melanurus,Rodentia,Gliridae,NA,1.714329759745233,mam
Eliomys_morpheus,Rodentia,Gliridae,NA,2.361727836017593,mam
Eliomys_munbyanus,Rodentia,Gliridae,NA,1.7160033436347992,mam
Eliomys_quercinus,Rodentia,Gliridae,NA,2.060697840353612,mam
Eliurus_antsingy,Rodentia,Nesomyidae,NA,1.9675479762188621,mam
Eliurus_carletoni,Rodentia,Nesomyidae,NA,1.9041743682841634,mam
Eliurus_danieli,Rodentia,Nesomyidae,NA,1.9800033715837464,mam
Eliurus_ellermani,Rodentia,Nesomyidae,NA,2,mam
Eliurus_grandidieri,Rodentia,Nesomyidae,NA,1.7075701760979363,mam
Eliurus_majori,Rodentia,Nesomyidae,NA,2,mam
Eliurus_minor,Rodentia,Nesomyidae,NA,1.5440680443502757,mam
Eliurus_myoxinus,Rodentia,Nesomyidae,NA,1.7958800173440752,mam
Eliurus_penicillatus,Rodentia,Nesomyidae,NA,2,mam
Eliurus_petteri,Rodentia,Nesomyidae,NA,1.8750612633917,mam
Eliurus_tanala,Rodentia,Nesomyidae,NA,1.916453948549925,mam
Eliurus_webbi,Rodentia,Nesomyidae,NA,1.8603380065709938,mam
Ellobius_alaicus,Rodentia,Cricetidae,NA,1.8215135284047732,mam
Ellobius_fuscocapillus,Rodentia,Cricetidae,NA,1.9030899869919435,mam
Ellobius_lutescens,Rodentia,Cricetidae,NA,2.0692980121155293,mam
Ellobius_talpinus,Rodentia,Cricetidae,NA,1.6020599913279623,mam
Ellobius_tancrei,Rodentia,Cricetidae,NA,1.810232517995084,mam
Eoglaucomys_fimbriatus,Rodentia,Sciuridae,NA,2.8524799936368566,mam
Eolagurus_luteus,Rodentia,Cricetidae,NA,1.414973347970818,mam
Eolagurus_przewalskii,Rodentia,Cricetidae,NA,1.2041199826559248,mam
Eospalax_fontanierii,Rodentia,Spalacidae,NA,2.3891660843645326,mam
Eospalax_rothschildi,Rodentia,Spalacidae,NA,2.380211241711606,mam
Eospalax_smithii,Rodentia,Spalacidae,NA,2.578639209968072,mam
Eothenomys_cachinus,Rodentia,Cricetidae,NA,1.4871383754771865,mam
Eothenomys_chinensis,Rodentia,Cricetidae,NA,1.6560982020128319,mam
Eothenomys_custos,Rodentia,Cricetidae,NA,1.4885507165004443,mam
Eothenomys_melanogaster,Rodentia,Cricetidae,NA,1.4313637641589874,mam
Eothenomys_miletus,Rodentia,Cricetidae,NA,1.4871383754771865,mam
Eothenomys_olitor,Rodentia,Cricetidae,NA,1.3424226808222062,mam
Eothenomys_proditor,Rodentia,Cricetidae,NA,1.6283889300503116,mam
Eothenomys_wardi,Rodentia,Cricetidae,NA,1.5899496013257077,mam
Eozapus_setchuanus,Rodentia,Dipodidae,NA,1.513217600067939,mam
Episoriculus_caudatus,Eulipotyphla,Soricidae,NA,0.9590413923210935,mam
Episoriculus_fumidus,Eulipotyphla,Soricidae,NA,0.8260748027008264,mam
Episoriculus_leucops,Eulipotyphla,Soricidae,NA,0.9138138523837167,mam
Episoriculus_macrurus,Eulipotyphla,Soricidae,NA,1.1335389083702174,mam
Epixerus_ebii,Rodentia,Sciuridae,NA,2.77232170672292,mam
Equus_africanus,Perissodactyla,Equidae,NA,5.439332693830263,mam
Equus_ferus,Perissodactyla,Equidae,NA,5.301029995663981,mam
Equus_francisci,Perissodactyla,Equidae,NA,5.565375502714073,mam
Equus_grevyi,Perissodactyla,Equidae,NA,5.544068044350276,mam
Equus_hemionus,Perissodactyla,Equidae,NA,5.301029995663981,mam
Equus_hydruntinus,Perissodactyla,Equidae,NA,5.3562745009039086,mam
Equus_kiang,Perissodactyla,Equidae,NA,5.3979400086720375,mam
Equus_ovodovi,Perissodactyla,Equidae,NA,5.3562745009039086,mam
Equus_quagga,Perissodactyla,Equidae,NA,5.243038048686294,mam
Equus_zebra,Perissodactyla,Equidae,NA,5.380211241711606,mam
Eremitalpa_granti,Afrosoricida,Chrysochloridae,NA,1.416640507338281,mam
Eremodipus_lichtensteini,Rodentia,Dipodidae,NA,1.7075701760979363,mam
Eremoryzomys_polius,Rodentia,Cricetidae,NA,1.7817553746524688,mam
Eremotherium_laurillardi,Pilosa,Megatheriidae,NA,6.597857467681117,mam
Erethizon_dorsatum,Rodentia,Erethizontidae,NA,3.850358243515907,mam
Erinaceus_amurensis,Eulipotyphla,Erinaceidae,NA,2.9030899869919438,mam
Erinaceus_concolor,Eulipotyphla,Erinaceidae,NA,2.8567288903828825,mam
Erinaceus_europaeus,Eulipotyphla,Erinaceidae,NA,2.8870543780509568,mam
Erinaceus_roumanicus,Eulipotyphla,Erinaceidae,NA,2.8721562727482928,mam
Eropeplus_canus,Rodentia,Muridae,NA,2.3710678622717363,mam
Erythrocebus_patas,Primates,Cercopithecidae,NA,3.9079485216122722,mam
Euceratherium_collinum,Cetartiodactyla,Bovidae,NA,5.653212513775344,mam
Euchoreutes_naso,Rodentia,Dipodidae,NA,1.3820170425748683,mam
Eudorcas_albonotata,Cetartiodactyla,Bovidae,NA,4.3979400086720375,mam
Eudorcas_rufifrons,Cetartiodactyla,Bovidae,NA,4.43136054715091,mam
Eudorcas_rufina,Cetartiodactyla,Bovidae,NA,4.6020599913279625,mam
Eudorcas_thomsonii,Cetartiodactyla,Bovidae,NA,4.31174962401575,mam
