Binomial.1.2,Order.1.2,Family.1.2,log10BM,log10.density.median,log10.density.mean,sd,log10.lower.95hpd,log10.upper.95hpd,density.median,density.mean,lower.95hpd,upper.95hpd
Abditomys_latidens,Rodentia,Muridae,2.429752280002408,2.6758589266371366,2.6673280184835533,0.31027389473843126,2.0275946483862337,3.245661320318968,474.08796063067973,464.8662517114202,106.56010711593115,1760.6025247849975
Abeomelomys_sevia,Rodentia,Muridae,1.7160033436347992,2.77808828053249,2.777335455836589,0.3511085986863775,2.0725247626611054,3.451899848678328,599.9130102422799,598.8739960766549,118.17476916724704,2830.739132434671
Abrawayaomys_ruschii,Rodentia,Cricetidae,1.7993405494535817,2.5607681619608345,2.558137347101158,0.33792897135000066,1.9123180062772807,3.228238970689727,363.7208203666813,361.5241778083453,81.71805217542726,1691.3713533128312
Abrocoma_bennettii,Rodentia,Abrocomidae,2.3979400086720375,2.407133185413871,2.40776336132127,0.35888782831246996,1.671633907065283,3.073475702113698,255.34842615297987,255.71921425984172,46.94981735065961,1184.3381038535867
Abrocoma_boliviensis,Rodentia,Abrocomidae,2.1986570869544226,2.5965637963710337,2.5975045071558873,0.45020109736758523,1.6990405169955314,3.4514489207710355,394.9697147852493,395.82617274195127,50.008118728999314,2827.801501675405
Abrocoma_budini,Rodentia,Abrocomidae,2.5571461423183632,2.4402787326379767,2.446514438141073,0.46076611539916446,1.5298328722127574,3.3249124144124607,275.5996950165522,279.58536743265483,33.871378520106504,2113.0628485717534
Abrocoma_cinerea,Rodentia,Abrocomidae,2.3979400086720375,2.51357845908408,2.518335847065332,0.4610324781196382,1.5989331905268074,3.4182191884979654,326.27098876860066,329.8647033704326,39.713045240673594,2619.504739133863
Abrocoma_famatina,Rodentia,Abrocomidae,2.3681008517093516,2.529372644113792,2.5348429866345814,0.4615793711934742,1.6132598080517082,3.4263152801243386,338.35503545863867,342.64388583312143,41.04495728638164,2668.7953983191414
Abrocoma_shistacea,Rodentia,Abrocomidae,2.4413808849165113,2.4931482059359285,2.4935203966055783,0.4608829426687894,1.5858562607245321,3.393852058163644,311.2778412609565,311.54472092667334,38.53507962671111,2476.5782708372813
Abrocoma_uspallata,Rodentia,Abrocomidae,2.390581878550435,2.5057775848821375,2.5072056483269907,0.4469835315714952,1.6241061289968544,3.3783447263195905,320.4627719039825,321.5182640433742,42.0829454354074,2389.7073884481406
Abrocoma_vaccarum,Rodentia,Abrocomidae,2.405346360175709,2.5058106708826475,2.5156898794770206,0.45947166047863564,1.6359679204228121,3.4401338408436217,320.487186755578,327.86109081874366,43.248188416720744,2755.0776321555963
Abrothrix_andinus,Rodentia,Cricetidae,1.255272505103306,2.9633279628389486,2.9682894102353394,0.26848184804380587,2.429077813543275,3.497961680352014,919.0263485944969,929.5856485763107,268.58256281179564,3147.4705871416304
Abrothrix_illutea,Rodentia,Cricetidae,1.6794278966121188,2.7484812205150844,2.7488075328742014,0.2725371023046852,2.191554091678682,3.268059654265131,560.3781853242949,560.7993904025975,155.43688764364396,1853.7862401917084
Abrothrix_jelskii,Rodentia,Cricetidae,1.5378190950732742,2.795582564351905,2.7980071562856725,0.27729139097788497,2.248485099978858,3.3451525447577946,624.5720772951516,628.0687080170329,177.2087246318911,2213.8721896504094
Abrothrix_lanosus,Rodentia,Cricetidae,1.5118833609788744,2.8106705871846724,2.812804704250787,0.2805915327478812,2.2671288580940296,3.3695705828726488,646.6519435140187,649.8374024443963,184.98173908244175,2341.912058980031
Abrothrix_longipilis,Rodentia,Cricetidae,1.575187844927661,2.847050082046339,2.8466190240529246,0.2535271974725889,2.361453920829125,3.367983536335686,703.1534015744853,702.4558345176379,229.85498174042678,2333.3696049239356
Abrothrix_olivaceus,Rodentia,Cricetidae,1.4313637641589874,2.9111412498297025,2.916371177927967,0.255944030261609,2.3925599006751814,3.409053504683651,814.969301335087,824.8427812021447,246.9220652140076,2564.7999980722793
Abrothrix_sanborni,Rodentia,Cricetidae,1.3926969532596658,2.883824056295574,2.8836450495914963,0.27302216614027675,2.336625784752899,3.4111909666262723,765.2865071360253,764.9711377439007,217.08298501864414,2577.454258076542
Acinonyx_jubatus,Carnivora,Felidae,4.669316880566112,-1.263130218107577,-1.2646051969442327,0.24176121648049742,-1.7387842333105903,-0.7881669664771369,0.05455942465267171,0.05437444073244044,0.01824802077437451,0.16286697628073102
