Binomial.1.2,Order.1.2,Family.1.2,log10BM,log10.density.median,log10.density.mean,sd,log10.lower.95hpd,log10.upper.95hpd,density.median,density.mean,lower.95hpd,upper.95hpd
Equus_ovodovi,Perissodactyla,Equidae,5.3562745009039086,0.3074313259919334,0.3118176009866298,0.2650472039903246,-0.17985917525959505,0.860534986602145,2.029697542982606,2.050300893640088,0.6609077198294865,7.253289079650759
Equus_quagga,Perissodactyla,Equidae,5.243038048686294,0.3956052510964603,0.39554481913719297,0.24974162053136553,-0.07493556401980461,0.9160943814661829,2.4865961167996056,2.486250131697366,0.841519988137947,8.243172372894277
Equus_zebra,Perissodactyla,Equidae,5.380211241711606,0.28877255892235826,0.29112140805270725,0.2492514296595778,-0.20713721339882785,0.7677346924328167,1.9443415585359245,1.9548858723790714,0.6206729044208315,5.857802060145441
Eremitalpa_granti,Afrosoricida,Chrysochloridae,1.416640507338281,2.6089396088928556,2.6082963638241976,0.31410029506102966,1.976529416191724,3.2160036961483325,406.3868148479883,405.78535009737993,94.73913522591273,1644.385718022417
Eremodipus_lichtensteini,Rodentia,Dipodidae,1.7075701760979363,2.660836618482277,2.6624544676792277,0.6216183027013844,1.403797282980678,3.8252077088906176,457.9695662222687,459.67879234068255,25.339455765585438,6686.636411237617
Eremoryzomys_polius,Rodentia,Cricetidae,1.7817553746524688,2.5079369817778687,2.5108825432288793,0.2810999398083996,1.9585362431267002,3.0649177902700693,322.06014325887384,324.2519101952042,90.89421497436807,1161.228778350238
Eremotherium_laurillardi,Pilosa,Megatheriidae,6.597857467681117,0.3963424223208224,0.3939760916365054,0.5097085690014274,-0.6082044015546262,1.3915615518297115,2.490820447910286,2.4772856767230635,0.24648789640429808,24.63550968447393
Erethizon_dorsatum,Rodentia,Erethizontidae,3.850358243515907,0.9893578057777381,0.9931835800712665,0.3301504571170589,0.31912730972230496,1.6054379742175948,9.757932414642532,9.844271437765943,2.085102023387308,40.312336839679006
Erinaceus_amurensis,Eulipotyphla,Erinaceidae,2.9030899869919438,1.9501324837627543,1.9498634146981606,0.4346690914257451,1.0802774637674104,2.795837225950191,89.1522860284457,89.09706844275632,12.030327874679445,624.9384212677103
Erinaceus_concolor,Eulipotyphla,Erinaceidae,2.8567288903828825,1.968613862626817,1.9667455078227074,0.44971342072820963,1.1075290306937373,2.854131692766561,93.02803821943857,92.62868695679128,12.809407169799119,714.7130183649219
Erinaceus_europaeus,Eulipotyphla,Erinaceidae,2.8870543780509568,1.965054480822745,1.9624054565170332,0.4086769840660434,1.1490733944701863,2.7404395567745814,92.26871679832766,91.70762712757423,14.095269841449758,550.0973550149604
Erinaceus_roumanicus,Eulipotyphla,Erinaceidae,2.8721562727482928,1.9662589975143963,1.960001199322203,0.45007600126746533,1.0479068477135467,2.8076384987515164,92.52497949367222,91.20133579151016,11.16623716281385,642.1529747554367
Eropeplus_canus,Rodentia,Muridae,2.3710678622717363,2.453374823968174,2.4479744413280162,0.3702130192987531,1.7061106876664986,3.1623481400065234,284.03693916796794,280.52685401868285,50.828897253073265,1453.2761288778815
Erythrocebus_patas,Primates,Cercopithecidae,3.9079485216122722,0.8007342560514201,0.7954745134179849,0.2589937806768749,0.28252272572928616,1.2968800396023346,6.320249981641202,6.244167052960332,1.9165613497909497,19.809797659304355
Euceratherium_collinum,Cetartiodactyla,Bovidae,5.653212513775344,-0.14350552616857676,-0.1446298040561926,0.248750329195979,-0.6495267760026175,0.3379303926466164,0.7186120143628297,0.7167541165910616,0.22411618648741943,2.1773607638510857
Euchoreutes_naso,Rodentia,Dipodidae,1.3820170425748683,2.8251534453947587,2.821696448705237,0.5932771243653596,1.6189668119294667,3.9594514391687827,668.5800992839511,663.2793074928976,41.58788285031067,9108.595983993051
Eudorcas_albonotata,Cetartiodactyla,Bovidae,4.3979400086720375,0.3859093033718365,0.38973389480172754,0.20447261857694335,0.006158323437184254,0.8096774985396054,2.4316961286390026,2.45320530292939,1.0142810777451137,6.4517495253634225
Eudorcas_rufifrons,Cetartiodactyla,Bovidae,4.43136054715091,0.3483907994206147,0.3498259271231402,0.19564616790561085,-0.03139776357654278,0.7283522761512091,2.230441306717176,2.2378239995156726,0.9302554786218374,5.349981449475018
Eudorcas_rufina,Cetartiodactyla,Bovidae,4.6020599913279625,0.26656437229931346,0.2690333543829286,0.20199863062863846,-0.13717018795283742,0.656778920991941,1.8474146033914114,1.8579471423773455,0.7291717121055367,4.537105950109183
Eudorcas_thomsonii,Cetartiodactyla,Bovidae,4.31174962401575,0.4475922943543119,0.45173538602360125,0.19972603528166707,0.05905056005760856,0.8476166290760406,2.802801197370429,2.8296673648817223,1.1456463084906667,7.0407127974642085
Eulemur_albifrons,Primates,Lemuridae,3.361727836017593,1.9895936814126707,1.9928317648540195,0.33059622311141346,1.3490192909087362,2.650262331970601,97.63233618677367,98.36299975524098,22.336714379867676,446.9534891669105
Eulemur_cinereiceps,Primates,Lemuridae,3.2833012287035497,1.998537945079911,2.001076796479616,0.34829118027907247,1.3056787495052185,2.6828997765006894,99.6639154463108,100.24824918147615,20.21523291366133,481.83658985310825
Eulemur_collaris,Primates,Lemuridae,3.3756636139608855,1.9546650782712696,1.956270751382388,0.34370579272661156,1.2619391030059228,2.6143119874773277,90.08761267907458,90.42130098379259,18.278438969677186,411.44518801720085
Eulemur_coronatus,Primates,Lemuridae,3.2174839442139063,1.9735176730965316,1.9740822978329875,0.29369791776771753,1.3995805425409216,2.552347984496943,94.08441157879771,94.20680994071881,25.0946153114635,356.7368593126442
Eulemur_flavifrons,Primates,Lemuridae,3.2671717284030137,1.9263367206575162,1.9259254424308176,0.3166721991320026,1.3046282060502628,2.5397560606301486,84.39888723309824,84.31899905722747,20.166392054644362,346.54214611693095
