Binomial.1.2,Order.1.2,Family.1.2,log10BM,log10.density.median,log10.density.mean,sd,log10.lower.95hpd,log10.upper.95hpd,density.median,density.mean,lower.95hpd,upper.95hpd
Abditomys_latidens,Rodentia,Muridae,2.429752280002408,2.7091110468463464,2.6913347280496787,0.47783465512723516,1.6974202790270585,3.5818435175460563,511.81268665983595,491.2863842463198,49.821899234357616,3818.066756989577
Abeomelomys_sevia,Rodentia,Muridae,1.7160033436347992,2.7133169592637305,2.717228289545676,0.5697389878305054,1.5965008391873403,3.8323132632115113,516.7934007646411,521.4687523061463,39.491246243769176,6796.93729257801
Abrawayaomys_ruschii,Rodentia,Cricetidae,1.7993405494535817,2.501758365308204,2.4961426577202666,0.5565389188664138,1.3903835650888194,3.5888697420363944,317.51069989824833,313.4315119895306,24.568778507859452,3880.339654906922
Abrocoma_bennettii,Rodentia,Abrocomidae,2.3979400086720375,2.020554077996137,2.020876177645136,0.2679103297408676,1.5007988535562458,2.5515962632439573,104.84653395055702,104.92432346811142,31.680997962169144,356.1199168030332
Abrocoma_boliviensis,Rodentia,Abrocomidae,2.1986570869544226,2.3385441833028873,2.3450212738411214,0.6973762619488018,0.98383278804489,3.6889868362802942,218.04402147637663,221.3203120327734,9.634580018391755,4886.375482285441
Abrocoma_budini,Rodentia,Abrocomidae,2.5571461423183632,2.1974520308668226,2.1973800223204343,0.7237977673216418,0.8471527328728916,3.7142255563827327,157.56219809404223,157.53607553256978,7.033196201468454,5178.75727486859
Abrocoma_cinerea,Rodentia,Abrocomidae,2.3979400086720375,2.2856118851444935,2.2804051558135616,0.7281169575189338,0.8654796065255194,3.6981167226902167,193.02425510036812,190.72391626296226,7.336342638242539,4990.185876335729
Abrocoma_famatina,Rodentia,Abrocomidae,2.3681008517093516,2.2963781452653924,2.2952148093245452,0.7270541632221103,0.8626964366637279,3.754065748673534,197.86917602375638,197.33985707475074,7.289478118982086,5676.305335777787
Abrocoma_shistacea,Rodentia,Abrocomidae,2.4413808849165113,2.2440202751084413,2.2503167362277847,0.7249551330360481,0.803398074726962,3.665661586187272,175.39623839492424,177.95768038041913,6.359135437466472,4630.859302331102
Abrocoma_uspallata,Rodentia,Abrocomidae,2.390581878550435,2.2345311522866407,2.2469974010395664,0.6945813984388799,0.8874470271231796,3.6350982976875197,171.60547996741772,176.60272521689993,7.716973823982323,4316.167573874913
Abrocoma_vaccarum,Rodentia,Abrocomidae,2.405346360175709,2.2705799872687864,2.275662077960132,0.7260140092004843,0.8596851144832138,3.7253311544831664,186.45755594815455,188.6522885256227,7.23910897648682,5312.8940403288425
Abrothrix_andinus,Rodentia,Cricetidae,1.255272505103306,3.031318186854763,3.029914452250643,0.3358656950349301,2.3629175332021695,3.7143644964177263,1074.7765614816767,1071.3082571098212,230.63092094179194,5180.414334437155
Abrothrix_illutea,Rodentia,Cricetidae,1.6794278966121188,2.768586798699279,2.7663636095472737,0.35200326296595186,2.07755348798468,3.481673804607331,586.9306626758987,583.9337935219583,119.5510756472339,3031.613306385006
Abrothrix_jelskii,Rodentia,Cricetidae,1.5378190950732742,2.8119055269524074,2.807445804588309,0.3852759227959081,2.007248922982312,3.532517203459152,648.4933499984216,641.8681180783715,101.68313393837659,3408.138249962811
Abrothrix_lanosus,Rodentia,Cricetidae,1.5118833609788744,2.826058283042455,2.819474780326244,0.38192427945525154,2.0477627605527395,3.5681246374385625,669.9745150788978,659.8949127597698,111.62533121870221,3699.343313752601
Abrothrix_longipilis,Rodentia,Cricetidae,1.575187844927661,2.761861455248963,2.7590209646154387,0.2083796240080307,2.351049488795644,3.165913358959563,577.9116577749187,574.1441770917259,224.4137633550832,1465.255495715362
Abrothrix_olivaceus,Rodentia,Cricetidae,1.4313637641589874,3.031714895516673,3.0337836522855945,0.2330352699327452,2.583450089009431,3.5017350212045546,1075.7587705243634,1080.8953593816502,383.2216963829211,3174.936335900257
Abrothrix_sanborni,Rodentia,Cricetidae,1.3926969532596658,2.8652655364767607,2.8647952846209552,0.3603589129310449,2.138965323373649,3.597546463652342,733.2727339645987,732.4791796841268,137.7099508777939,3958.6441472369943
Acinonyx_jubatus,Carnivora,Felidae,4.669316880566112,-1.9199458216024312,-1.9201679987200575,0.09682023011090965,-2.1067341986684,-1.7307384591133368,0.01202414426906798,0.012017994509859015,0.007821063308185779,0.01858923599315218
Acomys_airensis,Rodentia,Muridae,1.6839471307515121,3.0900892811909664,3.0961241648397775,0.36712012844400305,2.3577446069358263,3.814918274313762,1230.5217124377582,1247.7401923105313,227.90014785379674,6530.076578770921
Acomys_cahirinus,Rodentia,Muridae,1.7201593034059568,3.096136927606989,3.1030040899259097,0.32297830912433906,2.4437677810704375,3.7065736193675307,1247.776860636453,1267.6638039018214,277.8227341686166,5088.310667605465
Acomys_cilicicus,Rodentia,Muridae,1.6283889300503116,3.094320778678023,3.097646134813658,0.3925675485127117,2.3664420580418515,3.9207424971575158,1242.5697558520646,1252.1205254900049,232.51022586640482,8331.87023046288
Acomys_cineraceus,Rodentia,Muridae,1.307496037913213,3.247463926651675,3.2463557280108413,0.4120704486271377,2.474185959139637,4.090453710645088,1767.925364299963,1763.419861675181,297.97920637629494,12315.54713261579
Acomys_dimidiatus,Rodentia,Muridae,1.5740312677277188,3.1437622194886297,3.151937316065578,0.3588076151700293,2.4756674984867466,3.8713303514250397,1392.3942446310778,1418.8527166704,298.9974596573835,7435.845395309516
