Binomial.1.2,Order.1.2,Family.1.2,log10BM,log10.density.mean,sd,log10.lower.95hpd,log10.upper.95hpd,density.geo.mean,density.mean,lower.95hpd,upper.95hpd
Nesokia_bunnii,Rodentia,Muridae,2.716003343634799,2.5096412033180457,0.3213014387476039,1.8717705415755923,3.137349531982907,323.3264272316279,424.0807414297366,74.43386005221109,1371.9855331181166
Nesokia_indica,Rodentia,Muridae,2.568201724066995,2.587283373305512,0.32158969816777233,1.9528803880832473,3.2083887595616205,386.61916035160993,508.8205524598898,89.71816617324515,1615.8043000545003
Nesolagus_netscheri,Lagomorpha,Leporidae,3.1760912590556813,1.7584223811080655,0.2997196756571383,1.1888929389671157,2.3740057855517684,57.3353385318523,73.39724770975305,15.448735547851793,236.59512158278866
Nesolagus_timminsi,Lagomorpha,Leporidae,3.3237469757150113,1.6808680854410973,0.30439980305510167,1.104935696453091,2.2984377292881435,47.95877543697334,61.72393229782181,12.733145345205232,198.80977293241304
Nesomys_audeberti,Rodentia,Nesomyidae,2.3273589343863303,2.2795333566530176,0.41626109878196826,1.4275159863080575,3.052081627181667,190.3414426623191,305.8590349436343,26.761841012804826,1127.4093368295446
Nesomys_lambertoni,Rodentia,Nesomyidae,2.1903316981702914,2.3445443666250205,0.4099287142800541,1.5321710587999058,3.1039893692140605,221.07740928674053,349.7154417553877,34.05422952170657,1270.5430041087573
Nesomys_rufus,Rodentia,Nesomyidae,2.210853365314893,2.3373313925662242,0.41790977421380276,1.5313203827297683,3.126628409195422,217.43597120184253,349.61687170223337,33.98759094771179,1338.530924237592
Nesophontes_edithae,Eulipotyphla,Nesophontidae,2.113943352306837,2.1647439591957736,0.7913675630084188,0.6110612418082915,3.694965416024093,146.13153935709624,870.1789206770536,4.0837696933644585,4954.107384148643
Nesophontes_hypomicrus,Eulipotyphla,Nesophontidae,1.3010299956639813,2.560213462211757,0.7922115544796652,0.951094315261198,4.070779150668308,363.25655691095767,2523.073136189018,8.934995029822057,11770.072844113782
Nesophontes_major,Eulipotyphla,Nesophontidae,1.7134905430939424,2.3552572868669963,0.8090751139940662,0.8408280465792488,4.003826636061271,226.598633676737,1593.3422176496442,6.9315130716317945,10088.500876412718
Nesophontes_micrus,Eulipotyphla,Nesophontidae,1.6020599913279623,2.4162285153406935,0.7960355629606665,0.9065497124074208,4.026491747504119,260.7525206328213,1637.8341881214947,8.063985021281914,10628.98385810016
Nesophontes_paramicrus,Eulipotyphla,Nesophontidae,1.6020599913279623,2.4214936059962415,0.7822387309296719,0.863910776095393,3.902847522205805,263.93294639241753,1417.0540213884008,7.309888895806981,7995.534880127714
Nesophontes_spA,Eulipotyphla,Nesophontidae,1.4771212547196624,2.48852341003602,0.7983972089677358,0.972399739510016,4.045241093061865,307.98063496775796,1841.8796670258967,9.384253683689808,11097.907305067283
Nesophontes_zamicrus,Eulipotyphla,Nesophontidae,1,2.716274066299639,0.784642510427306,1.0967331101849829,4.1519252726933225,520.3242492774806,2818.6587587138915,12.494909364322911,14188.133711681492
Nesoromys_ceramicus,Rodentia,Muridae,1.816241299991783,3.071813203637675,0.27021056931178816,2.543145714869476,3.5934354805595983,1179.8130717720103,1429.9705463155383,349.257479000978,3921.3488585762234
Nesoryzomys_darwini,Rodentia,Cricetidae,1.5276299008713388,2.747439279269411,0.23417198901828445,2.262781683592537,3.1824366493155885,559.0353607734605,647.2697679650366,183.13935638500578,1522.077090781027
Nesoryzomys_fernandinae,Rodentia,Cricetidae,1.5809249756756194,2.7251941674750393,0.23027613966653662,2.2677725180380373,3.1734537853191007,531.1218489017488,612.3854087026241,185.25610041253856,1490.9180935930756
Nesoryzomys_indefessus,Rodentia,Cricetidae,1.904715545278681,2.5594564660379873,0.22955092982968317,2.1042670847070672,2.996269671170843,362.62393476332954,417.91025723443664,127.13557298806047,991.4473839469641
Nesoryzomys_narboroughi,Rodentia,Cricetidae,1.9444826721501687,2.5436839614094158,0.23293858716736934,2.081800065481051,3.005016504047111,349.69060255425364,404.1662022080266,120.72579263600102,1011.6178970053024
Nesoryzomys_spB,Rodentia,Cricetidae,1.850033257689769,2.5853489995495584,0.22732771193427892,2.132427307460196,3.0247007121755907,384.9009646607531,442.6421866013834,135.6523455371488,1058.5240071041794
Nesoryzomys_spC,Rodentia,Cricetidae,1.8457180179666586,2.585444028459748,0.23334694584220594,2.1418227964426246,3.050154480292486,384.985194884102,445.23664157095897,138.6190111485761,1122.417631765451
Nesoryzomys_spD,Rodentia,Cricetidae,1.8518696007297664,2.5877933465979366,0.2317812611587148,2.1388149295030496,3.0352242481506044,387.07341722363316,446.942664021651,137.66227090993561,1084.4867446916012
Nesoryzomys_swarthi,Rodentia,Cricetidae,2.024485667699167,2.4968607754355037,0.23250491364207274,2.065339403712686,2.973145455162447,313.950208224024,362.6905517350515,116.23566475893446,940.0380981222738
Nesotragus_moschatus,Cetartiodactyla,Bovidae,3.8129133566428557,1.04651876776432,0.28264337272730455,0.4694559249891403,1.5991987529796885,11.130604919752725,13.804731169808209,2.947514328623249,39.73733640537177
Neurotrichus_gibbsii,Eulipotyphla,Talpidae,0.9493900066449128,3.163955000598897,0.40744692190098786,2.3570242013906726,3.939409257241655,1458.6631131391443,2265.1266704910126,227.52242158412068,8697.796797695333
Neuryurus_trabeculatus,Cingulata,CingulataFam,5.492760389026838,-0.28574079073810843,0.529328989982069,-1.2974614934273103,0.7833463496456958,0.5179158585160484,1.1002846440187704,0.050412531522095835,6.072203945220028
Neusticomys_ferreirai,Rodentia,Cricetidae,1.469822015978163,2.796460934591406,0.3739276792263403,2.1031986878736197,3.5499883707096274,625.8365664969364,904.4335390209001,126.82319438626408,3548.0388836985503
Neusticomys_monticolus,Rodentia,Cricetidae,1.5965970956264601,2.737980676158784,0.3756606183062785,2.031627609463668,3.4836394309981085,546.9916240757535,795.816480063676,107.55425824180033,3045.3655529928596
Neusticomys_mussoi,Rodentia,Cricetidae,1.6020599913279623,2.7254545003223676,0.37459572354475634,1.996524309914908,3.447330194409278,531.4403192461127,775.6396050872692,99.20288671433163,2801.1101963505084
Neusticomys_oyapocki,Rodentia,Cricetidae,1.6532125137753437,2.709421394378818,0.3704200409241638,2.0392477605349537,3.490267600104387,512.1785595367065,737.9807984581324,109.4580635179637,3092.200172829155
Neusticomys_peruviensis,Rodentia,Cricetidae,1.6020599913279623,2.7311635211991208,0.37675985721433974,1.9806636337031536,3.441173467151139,538.4724908086276,787.1529087537534,95.64530000016462,2761.680714406762
Neusticomys_venezuelae,Rodentia,Cricetidae,1.6730209071288962,2.6991213566301173,0.37291380481271985,1.9527422919179311,3.401551975955141,500.17428113494856,731.982018906369,89.68964229002746,2520.8788579973
Nilgiritragus_hylocrius,Cetartiodactyla,Bovidae,4.8750612633917,0.16622081459270796,0.23395245936821743,-0.2957827896749843,0.6161378433165456,1.466293179998838,1.6907428327188385,0.5060777110837718,4.131786224084413
Nilopegamys_plumbeus,Rodentia,Muridae,1.8808135922807914,2.6982325954048676,0.27540961737774305,2.163697735610428,3.2605249611298763,499.1517469419277,611.1921132219182,145.77992941443105,1821.901784116497
Ningaui_ridei,Dasyuromorphia,Dasyuridae,0.9294189257142927,2.570724937133439,0.37775220096149165,1.808911148363908,3.2840396906659075,372.1559245358223,546.9472940084796,64.40374894022293,1923.2674904786243
Ningaui_timealeyi,Dasyuromorphia,Dasyuridae,0.7558748556724915,2.652732431850397,0.37644993304051444,1.889677424228879,3.3515348536434164,449.50283157523575,656.1649421871313,77.56707668178902,2246.6470700023337
Ningaui_yvonneae,Dasyuromorphia,Dasyuridae,0.8450980400142568,2.6120961699333676,0.3769754272154093,1.8609592046091523,3.3413885370729877,409.351296222318,599.4331148349903,72.60377539779395,2194.767583439826
Niviventer_andersoni,Rodentia,Muridae,2.167317334748176,2.3654551431921713,0.35709448337918603,1.675401244929963,3.0646031543319605,231.98245663635646,324.1953192249675,47.358860569220546,1160.3878006165337
Niviventer_brahma,Rodentia,Muridae,1.9881128402683519,2.456040275688691,0.3492532534248584,1.72865378370705,3.0931095068917824,285.7855563467946,395.37394380565803,53.53696946581885,1239.108987156412
