"Binomial.1.2","Order.1.2","Family.1.2","Genus.1.2","Species.1.2","Genus.1.1","Species.1.1","Genus.1.0","Species.1.0","EltonTraits.1.0.Genus","EltonTraits.1.0.Species","EltonTraits.1.0.Status","Departure.From.IUCN.2016.3.Taxonomy","Intrafamily.Ages.Generated.From.Genetic.Data","Analyzed.Intrafamily.Phylogeny","Included.In.Small.Tree","Hierachical.Level","Markers","Bases","Placement","Placement.Source","Taxonomy.Source","Dating.Source"
"000 Accepted by EltonTraits 1.0 but not by us_000 Accepted by EltonTraits 1.0 but not by us","Chiroptera","Mormoopidae","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","Pteronotus","pristinus","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"000 Accepted by EltonTraits 1.0 but not by us_000 Accepted by EltonTraits 1.0 but not by us","Rodentia","Echimyidae","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","Brotomys","contractus","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"000 Accepted by EltonTraits 1.0 but not by us_000 Accepted by EltonTraits 1.0 but not by us","Eulipotyphla","Solenodontidae","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","Solenodon","arredondoi","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"000 Accepted by EltonTraits 1.0 but not by us_000 Accepted by EltonTraits 1.0 but not by us","Rodentia","Caviidae","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","Cavia","porcellus","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"000 Accepted by EltonTraits 1.0 but not by us_000 Accepted by EltonTraits 1.0 but not by us","Primates","Cercopithecidae","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","Cercopithecus","wolfi","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"000 Accepted by EltonTraits 1.0 but not by us_000 Accepted by EltonTraits 1.0 but not by us","Carnivora","Mephitidae","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","Spilogale","aquaticus","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"000 Accepted by EltonTraits 1.0 but not by us_000 Accepted by EltonTraits 1.0 but not by us","Rodentia","Muridae","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","Melomys","spechti","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"000 Accepted by EltonTraits 1.0 but not by us_000 Accepted by EltonTraits 1.0 but not by us","Rodentia","Echimyidae","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by us","Plagiodontia","araeum","000 Accepted by EltonTraits 1.0 but not by us","000 Accepted by EltonTraits 1.0 but not by IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"000 Accepted by IUCN but not by us_000 Accepted by IUCN but not by us","Chiroptera","Vespertilionidae","000 Accepted by IUCN but not by us","000 Accepted by IUCN but not by us","000 Accepted by IUCN but not by us","000 Accepted by IUCN but not by us","Eptesicus","kobayashii","Eptesicus","kobayashii","000 Accepted by EltonTraits 1.0 but not by us","000 Deleted","No","Version 1.0",NA,NA,NA,NA,NA,NA,"7 way polytomy between Lasiurus atratus,  Lasiurus borealis, Lasiurus blossevillii, Lasiurus minor, Lasiurus pfeifferi, Lasiurus varius and Lasiurus degelidus",NA
"000 Accepted by IUCN but not by us_000 Accepted by IUCN but not by us","Cetartiodactyla","Bovidae","000 Accepted by IUCN but not by us","000 Accepted by IUCN but not by us","000 Accepted by IUCN but not by us","000 Accepted by IUCN but not by us","Gazella","arabica","Gazella","arabica","000 Accepted by EltonTraits 1.0 but not by us","000 Deleted","No","Version 1.0",NA,NA,NA,NA,NA,NA,"Type specimen shown in Mammalian Biology 78: 220-225 (2013) to be a chimera. No other specimens known",NA
"000 Accepted by IUCN but not by us_000 Accepted by IUCN but not by us","Cetartiodactyla","Cervidae","000 Accepted by IUCN but not by us","000 Accepted by IUCN but not by us","000 Accepted by IUCN but not by us","000 Accepted by IUCN but not by us","Muntiacus","puhoatensis","Muntiacus","puhoatensis","000 Accepted by EltonTraits 1.0 but not by us","000 Deleted","No","Version 1.0",NA,NA,NA,NA,NA,NA,"The taxonomy appear especially dubious and the original description (in a news paper article) appear to have been accidental  ",NA
"000 Accepted by IUCN but not by us_000 Accepted by IUCN but not by us","Chiroptera","Vespertilionidae","000 Accepted by IUCN but not by us","000 Accepted by IUCN but not by us","000 Accepted by IUCN but not by us","000 Accepted by IUCN but not by us","Nycticeius","aenobarbus","Nycticeius","aenobarbus","000 Accepted by EltonTraits 1.0 but not by us","000 Deleted","No","Version 1.0",NA,NA,NA,NA,NA,NA,"Only known from type specimen. Not even the type continent is known.",NA
"000 Accepted by IUCN but not by us_000 Accepted by IUCN but not by us","Chiroptera","Vespertilionidae","000 Accepted by IUCN but not by us","000 Accepted by IUCN but not by us","000 Accepted by IUCN but not by us","000 Accepted by IUCN but not by us","Phoniscus","aerosa","Phoniscus","aerosa","000 Accepted by EltonTraits 1.0 but not by us","000 Deleted","No","Version 1.0",NA,NA,NA,NA,NA,NA,"Only known from type specimen. Not even the type continent is known.",NA
"000 Accepted by IUCN but not by us_000 Accepted by IUCN but not by us","Chiroptera","Vespertilionidae","000 Accepted by IUCN but not by us","000 Accepted by IUCN but not by us","000 Accepted by IUCN but not by us","000 Accepted by IUCN but not by us","Pipistrellus","sturdeei","Pipistrellus","sturdeei","000 Accepted by EltonTraits 1.0 but not by us","000 Deleted","No","Version 1.0",NA,NA,NA,NA,NA,NA,"Only known from type specimen. Not even the type continent is known.",NA
"000 Species no longer considered valid_000 Species no longer considered valid","Primates","Atelidae","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","Alouatta","juara","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by IUCN","Yes","Version 1.1",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Primates","Atelidae","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","Alouatta","puruensis","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by IUCN","Yes","Version 1.1",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Chiroptera","Phyllostomidae","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","Artibeus","incomitatus","Artibeus","incomitatus","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Primates","Pitheciidae","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","Cacajao","ayresi","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by IUCN","No","Version 1.1",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Primates","Pitheciidae","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","Cacajao","melanocephalus","Cacajao","melanocephalus","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.1",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Primates","Cebidae","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","Cebus","olivaceus","Cebus","olivaceus","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","Yes","Version 1.1",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Primates","Cheirogaleidae","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","Cheirogaleus","adipicaudatus","Cheirogaleus","adipicaudatus","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","Yes","Version 1.1",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Primates","Cheirogaleidae","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","Cheirogaleus","ravus","Cheirogaleus","ravus","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","Yes","Version 1.1",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Chiroptera","Hipposideridae","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","Coelops","hirsutus","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Primates","Hominidae","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","Homo","erectus","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by IUCN","Yes","Version 1.1",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Chiroptera","Miniopteridae","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","Miniopterus","fuliginosus","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Chiroptera","Miniopteridae","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","Miniopterus","oceanensis","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Didelphimorphia","Didelphidae","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","Monodelphis","sorex","Monodelphis","sorex","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Chiroptera","Vespertilionidae","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","Nyctophilus","timoriensis","Nyctophilus","timoriensis","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Cetartiodactyla","Tayassuidae","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","Pecari","maximus","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Chiroptera","Vespertilionidae","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","Pipistrellus","deserti","Pipistrellus","deserti","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Cetartiodactyla","Bovidae","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","Pseudois","schaeferi","Pseudois","schaeferi","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Chiroptera","Pteropodidae","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","Pteropus","argentatus","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Chiroptera","Pteropodidae","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","Pteropus","insularis","Pteropus","insularis","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Chiroptera","Pteropodidae","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","Pteropus","yapensis","Pteropus","yapensis","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Proboscidea","Gomphotheriidae","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","000 Species no longer considered valid","Stegomastodon","waringi","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by IUCN","Yes","Version 1.1",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Rodentia","Cricetidae","000 Species no longer considered valid","000 Species no longer considered valid","Abrothrix","hershkovitzi","Abrothrix","hershkovitzi","Abrothrix","hershkovitzi","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Rodentia","Cricetidae","000 Species no longer considered valid","000 Species no longer considered valid","Abrothrix","markhami","Abrothrix","markhami","Abrothrix","markhami","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Cetartiodactyla","Cervidae","000 Species no longer considered valid","000 Species no longer considered valid","Alces","americanus","Alces","americanus","Alces","americanus","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Carnivora","Procyonidae","000 Species no longer considered valid","000 Species no longer considered valid","Bassaricyon","beddardi","Bassaricyon","beddardi","Bassaricyon","beddardi","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","Yes","Version 1.1",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Carnivora","Procyonidae","000 Species no longer considered valid","000 Species no longer considered valid","Bassaricyon","lasius","Bassaricyon","lasius","Bassaricyon","lasius","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","Yes","Version 1.1",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Carnivora","Procyonidae","000 Species no longer considered valid","000 Species no longer considered valid","Bassaricyon","pauli","Bassaricyon","pauli","Bassaricyon","pauli","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","Yes","Version 1.1",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Rodentia","Echimyidae","000 Species no longer considered valid","000 Species no longer considered valid","Capromys","SP_Now","Capromys","SP_Now","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Primates","Cercopithecidae","000 Species no longer considered valid","000 Species no longer considered valid","Cercopithecus","pogonias","Cercopithecus","pogonias","Cercopithecus","pogonias","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","Yes","Version 1.1",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Rodentia","Heteromyidae","000 Species no longer considered valid","000 Species no longer considered valid","Chaetodipus","dalquesti","Chaetodipus","dalquesti","Chaetodipus","dalquesti","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","Yes","Version 1.1",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Cingulata","CingulataFam","000 Species no longer considered valid","000 Species no longer considered valid","Chaetophractus","nationi","Chaetophractus","nationi","Chaetophractus","nationi","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","Yes","Version 1.1",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Rodentia","Echimyidae","000 Species no longer considered valid","000 Species no longer considered valid","Clyomys","bishopi","Clyomys","bishopi","Clyomys","bishopi","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.2",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Rodentia","Erethizontidae","000 Species no longer considered valid","000 Species no longer considered valid","Coendou","rothschildi","Coendou","rothschildi","Coendou","rothschildi","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","Yes","Version 1.1",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Rodentia","Erethizontidae","000 Species no longer considered valid","000 Species no longer considered valid","Coendou","sanctamartae","Coendou","sanctamartae","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by IUCN","Yes","Version 1.1",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Rodentia","Dasyproctidae","000 Species no longer considered valid","000 Species no longer considered valid","Dasyprocta","cristata","Dasyprocta","cristata","Dasyprocta","cristata","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","Yes","Version 1.1",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Rodentia","Heteromyidae","000 Species no longer considered valid","000 Species no longer considered valid","Dipodomys","insularis","Dipodomys","insularis","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by IUCN","Yes","Version 1.1",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Rodentia","Heteromyidae","000 Species no longer considered valid","000 Species no longer considered valid","Dipodomys","margaritae","Dipodomys","margaritae","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by IUCN","Yes","Version 1.1",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Primates","Galagidae","000 Species no longer considered valid","000 Species no longer considered valid","Galagoides","nyasae","Galagoides","nyasae","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by IUCN","Yes","Version 1.1",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Rodentia","Caviidae","000 Species no longer considered valid","000 Species no longer considered valid","Galea","monasteriensis","Galea","monasteriensis","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by IUCN","Yes","Version 1.1",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Rodentia","Echimyidae","000 Species no longer considered valid","000 Species no longer considered valid","Geocapromys","SP_B","Geocapromys","SP_B","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Chiroptera","Vespertilionidae","000 Species no longer considered valid","000 Species no longer considered valid","Harpiocephalus","mordax","Harpiocephalus","mordax","Harpiocephalus","mordax","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Rodentia","Chinchillidae","000 Species no longer considered valid","000 Species no longer considered valid","Lagidium","peruanum","Lagidium","peruanum","Lagidium","peruanum","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","Yes","Version 1.1",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Chiroptera","Phyllostomidae","000 Species no longer considered valid","000 Species no longer considered valid","Lophostoma","aequatorialis","Lophostoma","aequatorialis","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Chiroptera","Phyllostomidae","000 Species no longer considered valid","000 Species no longer considered valid","Lophostoma","yasuni","Lophostoma","yasuni","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Chiroptera","Molossidae","000 Species no longer considered valid","000 Species no longer considered valid","Molossus","barnesi","Molossus","barnesi","Molossus","barnesi","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Didelphimorphia","Didelphidae","000 Species no longer considered valid","000 Species no longer considered valid","Monodelphis","maraxina","Monodelphis","maraxina","Monodelphis","maraxina","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Didelphimorphia","Didelphidae","000 Species no longer considered valid","000 Species no longer considered valid","Monodelphis","rubida","Monodelphis","rubida","Monodelphis","rubida","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Didelphimorphia","Didelphidae","000 Species no longer considered valid","000 Species no longer considered valid","Monodelphis","theresa","Monodelphis","theresa","Monodelphis","theresa","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Didelphimorphia","Didelphidae","000 Species no longer considered valid","000 Species no longer considered valid","Monodelphis","umbristriatus","Monodelphis","umbristriata","Monodelphis","umbristriata","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Rodentia","Echimyidae","000 Species no longer considered valid","000 Species no longer considered valid","Mysateles","gundlachi","Mysateles","gundlachi","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by IUCN","No","Version 1.2",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Rodentia","Echimyidae","000 Species no longer considered valid","000 Species no longer considered valid","Mysateles","meridionalis","Mysateles","meridionalis","Mysateles","meridionalis","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.2",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Chiroptera","Natalidae","000 Species no longer considered valid","000 Species no longer considered valid","Natalus","lanatus","Natalus","lanatus","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by IUCN","Yes","Version 1.1",NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Eulipotyphla","Nesophontidae","000 Species no longer considered valid","000 Species no longer considered valid","Nesophontes","SP_B","Nesophontes","SP_B","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by us or by EltonTraits 1.0","000 Not accepted by IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"000 Species no longer considered valid_000 Species no longer considered valid","Lagomorpha","Ochotonidae","000 Species no longer considered valid","000 Species no longer considered valid","Ochotona","gaoligongensis","Ochotona","gaoligongensis","Ochotona","gaoligongensis","000 Accepted by EltonTraits 1.0 but not by us","000 Not accepted by IUCN","No","Version 1.0",NA,NA,NA,NA,NA,NA,NA,NA
