"Binomial.1.2","Order.1.2","Family.1.2","Genus.1.2","Species.1.2","Genus.1.1","Species.1.1","Genus.1.0","Species.1.0","EltonTraits.1.0.Genus","EltonTraits.1.0.Species","EltonTraits.1.0.Status","Departure.From.IUCN.2016.3.Taxonomy","Intrafamily.Ages.Generated.From.Genetic.Data","Analyzed.Intrafamily.Phylogeny","Included.In.Small.Tree","Hierachical.Level","Markers","Bases","Placement","Placement.Source","Taxonomy.Source","Dating.Source"
"Steatomys_cuppedius","Rodentia","Nesomyidae","Steatomys","cuppedius","Steatomys","cuppedius","Steatomys","cuppedius","Steatomys","cuppedius","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Steatomys pratensis, Steatomys bocagei and Steatomys opimus a tritomy. No other resolution of genus","Nature 446, 507-512 (2007)",NA,NA
"Steatomys_jacksoni","Rodentia","Nesomyidae","Steatomys","jacksoni","Steatomys","jacksoni","Steatomys","jacksoni","Steatomys","jacksoni","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Steatomys pratensis, Steatomys bocagei and Steatomys opimus a tritomy. No other resolution of genus","Nature 446, 507-512 (2007)",NA,NA
"Steatomys_krebsii","Rodentia","Nesomyidae","Steatomys","krebsii","Steatomys","krebsii","Steatomys","krebsii","Steatomys","krebsii","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Steatomys pratensis, Steatomys bocagei and Steatomys opimus a tritomy. No other resolution of genus","Nature 446, 507-512 (2007)",NA,NA
"Steatomys_opimus","Rodentia","Nesomyidae","Steatomys","opimus","Steatomys","opimus","Steatomys","opimus","Steatomys","opimus","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Steatomys pratensis, Steatomys bocagei and Steatomys opimus a tritomy. No other resolution of genus","Nature 446, 507-512 (2007)",NA,NA
"Steatomys_parvus","Rodentia","Nesomyidae","Steatomys","parvus","Steatomys","parvus","Steatomys","parvus","Steatomys","parvus","000 Exact match","000 None","No","Version 1.0","Yes","2",4,4425,NA,NA,NA,NA
"Steatomys_pratensis","Rodentia","Nesomyidae","Steatomys","pratensis","Steatomys","pratensis","Steatomys","pratensis","Steatomys","pratensis","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Steatomys pratensis, Steatomys bocagei and Steatomys opimus a tritomy. No other resolution of genus","Nature 446, 507-512 (2007). Subfamilies are assumed monophyletic",NA,NA
"Stegodon_florensis","Proboscidea","Stegodontidae","Stegodon","florensis","Stegodon","florensis","Stegodon","florensis","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Added","Yes","Version 1.1","Yes","4",0,0,"Genus unresolved. Genus sister to Elephantidae","Quaternary International 126-128: 5-20 (2005) 5-20 and The Anatomical Record 293: 74-90 (2010)","Chinese Science Bulletin 49: 175-180 (2004)","Chinese Science Bulletin 49: 175-180 (2004)"
"Stegodon_orientalis","Proboscidea","Stegodontidae","Stegodon","orientalis","Stegodon","orientalis","Stegodon","orientalis","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Added","Yes","Version 1.1","Yes","4",0,0,"Genus unresolved. Genus sister to Elephantidae","Quaternary International 126-128: 5-20 (2005) 5-20 and The Anatomical Record 293: 74-90 (2010)","Nature 431, 1055-1061 (2004)","Nature 431, 1055-1061 (2004)"
"Stegodon_trigonocephalus","Proboscidea","Stegodontidae","Stegodon","trigonocephalus","Stegodon","trigonocephalus","Stegodon","trigonocephalus","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Added","Yes","Version 1.1","No","4",0,0,"Genus unresolved. Genus sister to Elephantidae","Quaternary International 126-128: 5-20 (2005) 5-20 and The Anatomical Record 293: 74-90 (2010)","Palaeogeography, Palaeoclimatology, Palaeoecology 171:385-408 (2001)","Palaeogeography, Palaeoclimatology, Palaeoecology 171:385-408 (2001)"
"Stenella_attenuata","Cetartiodactyla","Delphinidae","Stenella","attenuata","Stenella","attenuata","Stenella","attenuata","Stenella","attenuata","000 Exact match","000 None","Yes","Version 1.1","Yes","2",12,7766,NA,NA,NA,NA
"Stenella_clymene","Cetartiodactyla","Delphinidae","Stenella","clymene","Stenella","clymene","Stenella","clymene","Stenella","clymene","000 Exact match","000 None","Yes","Version 1.1","Yes","3",1,1140,NA,NA,NA,NA
"Stenella_coeruleoalba","Cetartiodactyla","Delphinidae","Stenella","coeruleoalba","Stenella","coeruleoalba","Stenella","coeruleoalba","Stenella","coeruleoalba","000 Exact match","000 None","Yes","Version 1.1","Yes","2",14,9426,NA,NA,NA,NA
"Stenella_frontalis","Cetartiodactyla","Delphinidae","Stenella","frontalis","Stenella","frontalis","Stenella","frontalis","Stenella","frontalis","000 Exact match","000 None","Yes","Version 1.1","Yes","2",9,5640,NA,NA,NA,NA
"Stenella_longirostris","Cetartiodactyla","Delphinidae","Stenella","longirostris","Stenella","longirostris","Stenella","longirostris","Stenella","longirostris","000 Exact match","000 None","Yes","Version 1.1","Yes","2",12,8547,NA,NA,NA,NA
"Steno_bredanensis","Cetartiodactyla","Delphinidae","Steno","bredanensis","Steno","bredanensis","Steno","bredanensis","Steno","bredanensis","000 Exact match","000 None","Yes","Version 1.1","Yes","2",14,9521,NA,NA,NA,NA
"Stenocephalemys_albipes","Rodentia","Muridae","Stenocephalemys","albipes","Stenocephalemys","albipes","Stenocephalemys","albipes","Stenocephalemys","albipes","000 Exact match","000 None","No","Version 1.0","Yes","2",3,2733,NA,NA,NA,NA
"Stenocephalemys_albocaudata","Rodentia","Muridae","Stenocephalemys","albocaudata","Stenocephalemys","albocaudata","Stenocephalemys","albocaudata","Stenocephalemys","albocaudata","000 Exact match","000 None","No","Version 1.0","Yes","2",3,2733,NA,NA,NA,NA
"Stenocephalemys_griseicauda","Rodentia","Muridae","Stenocephalemys","griseicauda","Stenocephalemys","griseicauda","Stenocephalemys","griseicauda","Stenocephalemys","griseicauda","000 Exact match","000 None","No","Version 1.0","Yes","3",1,1140,NA,NA,NA,NA
"Stenocephalemys_ruppi","Rodentia","Muridae","Stenocephalemys","ruppi","Stenocephalemys","ruppi","Stenocephalemys","ruppi","Stenocephalemys","ruppi","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to Stenocephalemys albipes or Stenocephalemys albocaudata and Stenocephalemys griseicauda","Nature 446, 507-512 (2007).  Oenomys Division assumed monophyletic",NA,NA
"Stenoderma_rufum","Chiroptera","Phyllostomidae","Stenoderma","rufum","Stenoderma","rufum","Stenoderma","rufum","Stenoderma","rufum","000 Exact match","000 None","No","Version 1.0","Yes","2",2,2502,NA,NA,NA,NA
"Stephanorhinus_hemitoechus","Perissodactyla","Rhinocerotidae","Stephanorhinus","hemitoechus","Stephanorhinus","hemitoechus","Stephanorhinus","hemitoechus","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Added","Yes","Version 1.1","No","4",0,0,"Genus sister to Coelodonta or Dicerorhinus","Same tribe","Acta Zoologica Cracoviensia - Series A: Vertebrata 50: 93-124 (2007)","Acta Zoologica Cracoviensia - Series A: Vertebrata 50: 93-124 (2007)"
"Stephanorhinus_kirchbergensis","Perissodactyla","Rhinocerotidae","Stephanorhinus","kirchbergensis","Stephanorhinus","kirchbergensis","Stephanorhinus","kirchbergensis","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Added","Yes","Version 1.1","No","4",0,0,"Genus sister to Coelodonta or Dicerorhinus","Same tribe","Acta Zoologica Cracoviensia - Series A: Vertebrata 50: 93-124 (2007)","Acta Zoologica Cracoviensia - Series A: Vertebrata 50: 93-124 (2007)"
"Sthenurus_andersoni","Diprotodontia","Macropodidae","Sthenurus","andersoni","Sthenurus","andersoni","Sthenurus","andersoni","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Added","No","Version 1.0","Yes","4",0,0,"Most basal in genus","Systematics and Evolution of the Sthenurine Kangaroos. Prideaux G. 2004 University of California Press","Systematics and Evolution of the Sthenurine Kangaroos. Prideaux G. 2004 University of California Press","Science 292: 1888-1892 (2001)"
"Sthenurus_atlas","Diprotodontia","Macropodidae","Sthenurus","atlas","Sthenurus","atlas","Sthenurus","atlas","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Added","No","Version 1.0","Yes","4",0,0,"Sister to Sthenurus stirlingi and Sthenurus tindalei","Systematics and Evolution of the Sthenurine Kangaroos. Prideaux G. 2004 University of California Press","Systematics and Evolution of the Sthenurine Kangaroos. Prideaux G. 2004 University of California Press","Science 292: 1888-1892 (2001)"
"Sthenurus_stirlingi","Diprotodontia","Macropodidae","Sthenurus","stirlingi","Sthenurus","stirlingi","Sthenurus","stirlingi","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Added","No","Version 1.0","Yes","4",0,0,"Sister to  Sthenurus tindalei","Systematics and Evolution of the Sthenurine Kangaroos. Prideaux G. 2004 University of California Press","Systematics and Evolution of the Sthenurine Kangaroos. Prideaux G. 2004 University of California Press","Science 292: 1888-1892 (2001)"
"Sthenurus_tindalei","Diprotodontia","Macropodidae","Sthenurus","tindalei","Sthenurus","tindalei","Sthenurus","tindalei","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Added","No","Version 1.0","Yes","4",0,0,"Sister to Sthenurus stirlingi","Systematics and Evolution of the Sthenurine Kangaroos. Prideaux G. 2004 University of California Press","Systematics and Evolution of the Sthenurine Kangaroos. Prideaux G. 2004 University of California Press","Science 292: 1888-1892 (2001)"
"Stochomys_longicaudatus","Rodentia","Muridae","Stochomys","longicaudatus","Stochomys","longicaudatus","Stochomys","longicaudatus","Stochomys","longicaudatus","000 Exact match","000 None","No","Version 1.0","Yes","2",5,6031,NA,NA,NA,NA
"Stockoceros_conklingi","Cetartiodactyla","Antilocapridae","Stockoceros","conklingi","Stockoceros","conklingi","Stockoceros","conklingi","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Added","No","Version 1.0","Yes","4",0,0,"Sister to Tetrameryx","Formerly considered conspecific","Proceedings of the National Academy of Science 109: 4527-4531 (2012)","Proceedings of the National Academy of Science 109: 4527-4531 (2012)"
"Strigocuscus_celebensis","Diprotodontia","Phalangeridae","Strigocuscus","celebensis","Strigocuscus","celebensis","Strigocuscus","celebensis","Strigocuscus","celebensis","000 Exact match","000 None","Yes","Version 1.1","Yes","2",6,6901,NA,NA,NA,NA
"Strigocuscus_pelengensis","Diprotodontia","Phalangeridae","Strigocuscus","pelengensis","Strigocuscus","pelengensis","Strigocuscus","pelengensis","Strigocuscus","pelengensis","000 Exact match","000 None","Yes","Version 1.1","Yes","2",5,5788,NA,NA,NA,NA
"Sturnira_aratathomasi","Chiroptera","Phyllostomidae","Sturnira","aratathomasi","Sturnira","aratathomasi","Sturnira","aratathomasi","Sturnira","aratathomasi","000 Exact match","000 None","No","Version 1.0","Yes","3",1,775,NA,NA,NA,NA
"Sturnira_bidens","Chiroptera","Phyllostomidae","Sturnira","bidens","Sturnira","bidens","Sturnira","bidens","Sturnira","bidens","000 Exact match","000 None","No","Version 1.0","Yes","3",1,775,NA,NA,NA,NA
"Sturnira_bogotensis","Chiroptera","Phyllostomidae","Sturnira","bogotensis","Sturnira","bogotensis","Sturnira","bogotensis","Sturnira","bogotensis","000 Exact match","000 None","No","Version 1.0","Yes","3",1,773,NA,NA,NA,NA
"Sturnira_erythromos","Chiroptera","Phyllostomidae","Sturnira","erythromos","Sturnira","erythromos","Sturnira","erythromos","Sturnira","erythromos","000 Exact match","000 None","No","Version 1.0","Yes","2",2,1871,NA,NA,NA,NA
"Sturnira_koopmanhilli","Chiroptera","Phyllostomidae","Sturnira","koopmanhilli","000 Species not yet considered valid","000 Species not yet considered valid","000 Species not yet considered valid","000 Species not yet considered valid","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Sturnira_lilium","Chiroptera","Phyllostomidae","Sturnira","lilium","Sturnira","lilium","Sturnira","lilium","Sturnira","lilium","000 Exact match","000 None","No","Version 1.0","Yes","2",2,2758,NA,NA,NA,NA
"Sturnira_ludovici","Chiroptera","Phyllostomidae","Sturnira","ludovici","Sturnira","ludovici","Sturnira","ludovici","Sturnira","ludovici","000 Exact match","000 None","No","Version 1.0","Yes","3",1,775,NA,NA,NA,NA
"Sturnira_luisi","Chiroptera","Phyllostomidae","Sturnira","luisi","Sturnira","luisi","Sturnira","luisi","Sturnira","luisi","000 Exact match","000 None","No","Version 1.0","Yes","3",1,768,NA,NA,NA,NA
"Sturnira_magna","Chiroptera","Phyllostomidae","Sturnira","magna","Sturnira","magna","Sturnira","magna","Sturnira","magna","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Sturnira_mistratensis","Chiroptera","Phyllostomidae","Sturnira","mistratensis","Sturnira","mistratensis","Sturnira","mistratensis","Sturnira","mistratensis","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Sturnira_mordax","Chiroptera","Phyllostomidae","Sturnira","mordax","Sturnira","mordax","Sturnira","mordax","Sturnira","mordax","000 Exact match","000 None","No","Version 1.0","Yes","3",1,772,NA,NA,NA,NA
"Sturnira_nana","Chiroptera","Phyllostomidae","Sturnira","nana","Sturnira","nana","Sturnira","nana","Sturnira","nana","000 Exact match","000 None","No","Version 1.0","Yes","3",1,775,NA,NA,NA,NA
"Sturnira_oporaphilum","Chiroptera","Phyllostomidae","Sturnira","oporaphilum","Sturnira","oporaphilum","Sturnira","oporaphilum","Sturnira","oporaphilum","000 Exact match","000 None","No","Version 1.0","Yes","3",1,775,NA,NA,NA,NA
"Sturnira_perla","Chiroptera","Phyllostomidae","Sturnira","perla","000 Species not yet considered valid","000 Species not yet considered valid","000 Species not yet considered valid","000 Species not yet considered valid","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Sturnira_sorianoi","Chiroptera","Phyllostomidae","Sturnira","sorianoi","Sturnira","sorianoi","Sturnira","sorianoi","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Sturnira_tildae","Chiroptera","Phyllostomidae","Sturnira","tildae","Sturnira","tildae","Sturnira","tildae","Sturnira","tildae","000 Exact match","000 None","No","Version 1.0","Yes","2",2,2159,NA,NA,NA,NA
"Styloctenium_mindorensis","Chiroptera","Pteropodidae","Styloctenium","mindorensis","Styloctenium","mindorensis","Styloctenium","mindorensis","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 None","No","Version 1.0","Yes","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Styloctenium_wallacei","Chiroptera","Pteropodidae","Styloctenium","wallacei","Styloctenium","wallacei","Styloctenium","wallacei","Styloctenium","wallacei","000 Exact match","000 None","No","Version 1.0","Yes","2",4,7594,NA,NA,NA,NA
"Stylodipus_andrewsi","Rodentia","Dipodidae","Stylodipus","andrewsi","Stylodipus","andrewsi","Stylodipus","andrewsi","Stylodipus","andrewsi","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Four way polytomy between Dipus, Eremodipus, Jaculus and Stylodipus.  All genera unresolved","Nature 446, 507-512 (2007)",NA,NA
"Stylodipus_sungorus","Rodentia","Dipodidae","Stylodipus","sungorus","Stylodipus","sungorus","Stylodipus","sungorus","Stylodipus","sungorus","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Four way polytomy between Dipus, Eremodipus, Jaculus and Stylodipus.  All genera unresolved","Nature 446, 507-512 (2007)",NA,NA
"Stylodipus_telum","Rodentia","Dipodidae","Stylodipus","telum","Stylodipus","telum","Stylodipus","telum","Stylodipus","telum","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Four way polytomy between Dipus, Eremodipus, Jaculus and Stylodipus.  All genera unresolved","Nature 446, 507-512 (2007)",NA,NA
"Suncus_aequatorius","Eulipotyphla","Soricidae","Suncus","aequatorius","Suncus","aequatorius","Suncus","aequatorius","Suncus","aequatorius","000 Exact match","000 None","No","Version 1.0","Yes","4",0,0,"Sister to Suncus lixus","Formerly considered conspecific",NA,NA
"Suncus_ater","Eulipotyphla","Soricidae","Suncus","ater","Suncus","ater","Suncus","ater","Suncus","ater","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Suncus_dayi","Eulipotyphla","Soricidae","Suncus","dayi","Suncus","dayi","Suncus","dayi","Suncus","dayi","000 Exact match","000 None","No","Version 1.0","Yes","2",3,3404,NA,NA,NA,NA
"Suncus_etruscus","Eulipotyphla","Soricidae","Suncus","etruscus","Suncus","etruscus","Suncus","etruscus","Suncus","etruscus","000 Exact match","000 None","No","Version 1.0","Yes","2",3,3763,NA,NA,NA,NA
"Suncus_fellowesgordoni","Eulipotyphla","Soricidae","Suncus","fellowesgordoni","Suncus","fellowesgordoni","Suncus","fellowesgordoni","Suncus","fellowesgordoni","000 Exact match","000 None","No","Version 1.0","Yes","4",0,0,"Suncus etruscus, Suncus fellowesgordoni and  Suncus hosei a tritomy","Formerly considered conspecific",NA,NA
"Suncus_hosei","Eulipotyphla","Soricidae","Suncus","hosei","Suncus","hosei","Suncus","hosei","Suncus","hosei","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Suncus etruscus, Suncus fellowesgordoni and  Suncus hosei a tritomy","Formerly considered conspecific",NA,NA
"Suncus_hututsi","Eulipotyphla","Soricidae","Suncus","hututsi","000 Species not yet considered valid","000 Species not yet considered valid","000 Species not yet considered valid","000 Species not yet considered valid","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Suncus_infinitesimus","Eulipotyphla","Soricidae","Suncus","infinitesimus","Suncus","infinitesimus","Suncus","infinitesimus","Suncus","infinitesimus","000 Exact match","000 None","No","Version 1.0","Yes","2",3,2202,NA,NA,NA,NA
"Suncus_lixus","Eulipotyphla","Soricidae","Suncus","lixus","Suncus","lixus","Suncus","lixus","Suncus","lixus","000 Exact match","000 None","No","Version 1.0","Yes","3",1,548,NA,NA,NA,NA
"Suncus_madagascariensis","Eulipotyphla","Soricidae","Suncus","madagascariensis","Suncus","madagascariensis","Suncus","madagascariensis","Suncus","madagascariensis","000 Exact match","000 None","No","Version 1.0","Yes","3",1,1686,NA,NA,NA,NA
"Suncus_malayanus","Eulipotyphla","Soricidae","Suncus","malayanus","Suncus","malayanus","Suncus","malayanus","Suncus","malayanus","000 Exact match","000 None","No","Version 1.0","Yes","3",1,1013,NA,NA,NA,NA
"Suncus_megalura","Eulipotyphla","Soricidae","Suncus","megalura","Suncus","megalura","Suncus","megalura","Suncus","megalura","000 Exact match","000 None","No","Version 1.0","Yes","2",3,3005,NA,NA,NA,NA
"Suncus_mertensi","Eulipotyphla","Soricidae","Suncus","mertensi","Suncus","mertensi","Suncus","mertensi","Suncus","mertensi","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Suncus_montanus","Eulipotyphla","Soricidae","Suncus","montanus","Suncus","montanus","Suncus","montanus","Suncus","montanus","000 Exact match","000 None","No","Version 1.0","Yes","2",3,3753,NA,NA,NA,NA
"Suncus_murinus","Eulipotyphla","Soricidae","Suncus","murinus","Suncus","murinus","Suncus","murinus","Suncus","murinus","000 Exact match","000 None","No","Version 1.0","Yes","2",3,3768,NA,NA,NA,NA
"Suncus_remyi","Eulipotyphla","Soricidae","Suncus","remyi","Suncus","remyi","Suncus","remyi","Suncus","remyi","000 Exact match","000 None","No","Version 1.0","Yes","2",3,2887,NA,NA,NA,NA
"Suncus_stoliczkanus","Eulipotyphla","Soricidae","Suncus","stoliczkanus","Suncus","stoliczkanus","Suncus","stoliczkanus","Suncus","stoliczkanus","000 Exact match","000 None","No","Version 1.0","Yes","3",1,1133,NA,NA,NA,NA
"Suncus_varilla","Eulipotyphla","Soricidae","Suncus","varilla","Suncus","varilla","Suncus","varilla","Suncus","varilla","000 Exact match","000 None","No","Version 1.0","Yes","2",2,2907,NA,NA,NA,NA
"Suncus_zeylanicus","Eulipotyphla","Soricidae","Suncus","zeylanicus","Suncus","zeylanicus","Suncus","zeylanicus","Suncus","zeylanicus","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Sundamys_infraluteus","Rodentia","Muridae","Sundamys","infraluteus","Sundamys","infraluteus","Sundamys","infraluteus","Sundamys","infraluteus","000 Exact match","000 None","No","Version 1.0","Yes","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Sundamys_maxi","Rodentia","Muridae","Sundamys","maxi","Sundamys","maxi","Sundamys","maxi","Sundamys","maxi","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Sundamys_muelleri","Rodentia","Muridae","Sundamys","muelleri","Sundamys","muelleri","Sundamys","muelleri","Sundamys","muelleri","000 Exact match","000 None","No","Version 1.0","Yes","2",5,4791,NA,NA,NA,NA
"Sundasciurus_brookei","Rodentia","Sciuridae","Sundasciurus","brookei","Sundasciurus","brookei","Sundasciurus","brookei","Sundasciurus","brookei","000 Exact match","000 None","No","Version 1.0","Yes","4",0,0,"Only s single split in the genus between five species and ten species","Nature 446, 507-512 (2007)",NA,NA
"Sundasciurus_davensis","Rodentia","Sciuridae","Sundasciurus","davensis","Sundasciurus","davensis","Sundasciurus","davensis","Sundasciurus","davensis","000 Exact match","000 None","No","Version 1.0","Yes","4",0,0,"Only s single split in the genus between five species and ten species","Nature 446, 507-512 (2007)",NA,NA
"Sundasciurus_fraterculus","Rodentia","Sciuridae","Sundasciurus","fraterculus","Sundasciurus","fraterculus","Sundasciurus","fraterculus","Sundasciurus","fraterculus","000 Exact match","000 None","No","Version 1.0","Yes","4",0,0,"Only s single split in the genus between five species and ten species","Nature 446, 507-512 (2007)",NA,NA
"Sundasciurus_hippurus","Rodentia","Sciuridae","Sundasciurus","hippurus","Sundasciurus","hippurus","Sundasciurus","hippurus","Sundasciurus","hippurus","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Only s single split in the genus between five species and ten species","Nature 446, 507-512 (2007)",NA,NA
"Sundasciurus_hoogstraali","Rodentia","Sciuridae","Sundasciurus","hoogstraali","Sundasciurus","hoogstraali","Sundasciurus","hoogstraali","Sundasciurus","hoogstraali","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Only s single split in the genus between five species and ten species","Nature 446, 507-512 (2007)",NA,NA
"Sundasciurus_jentinki","Rodentia","Sciuridae","Sundasciurus","jentinki","Sundasciurus","jentinki","Sundasciurus","jentinki","Sundasciurus","jentinki","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Only s single split in the genus between five species and ten species","Nature 446, 507-512 (2007)",NA,NA
"Sundasciurus_juvencus","Rodentia","Sciuridae","Sundasciurus","juvencus","Sundasciurus","juvencus","Sundasciurus","juvencus","Sundasciurus","juvencus","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Only s single split in the genus between five species and ten species","Nature 446, 507-512 (2007)",NA,NA
"Sundasciurus_lowii","Rodentia","Sciuridae","Sundasciurus","lowii","Sundasciurus","lowii","Sundasciurus","lowii","Sundasciurus","lowii","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Only s single split in the genus between five species and ten species","Nature 446, 507-512 (2007)",NA,NA
"Sundasciurus_mindanensis","Rodentia","Sciuridae","Sundasciurus","mindanensis","Sundasciurus","mindanensis","Sundasciurus","mindanensis","Sundasciurus","mindanensis","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Only s single split in the genus between five species and ten species","Nature 446, 507-512 (2007)",NA,NA
"Sundasciurus_moellendorffi","Rodentia","Sciuridae","Sundasciurus","moellendorffi","Sundasciurus","moellendorffi","Sundasciurus","moellendorffi","Sundasciurus","moellendorffi","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Only s single split in the genus between five species and ten species","Nature 446, 507-512 (2007)",NA,NA
"Sundasciurus_philippinensis","Rodentia","Sciuridae","Sundasciurus","philippinensis","Sundasciurus","philippinensis","Sundasciurus","philippinensis","Sundasciurus","philippinensis","000 Exact match","000 None","No","Version 1.0","Yes","2",4,5356,NA,NA,NA,NA
"Sundasciurus_rabori","Rodentia","Sciuridae","Sundasciurus","rabori","Sundasciurus","rabori","Sundasciurus","rabori","Sundasciurus","rabori","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Only s single split in the genus between five species and ten species","Nature 446, 507-512 (2007)",NA,NA
"Sundasciurus_samarensis","Rodentia","Sciuridae","Sundasciurus","samarensis","Sundasciurus","samarensis","Sundasciurus","samarensis","Sundasciurus","samarensis","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Only s single split in the genus between five species and ten species","Nature 446, 507-512 (2007)",NA,NA
"Sundasciurus_steerii","Rodentia","Sciuridae","Sundasciurus","steerii","Sundasciurus","steerii","Sundasciurus","steerii","Sundasciurus","steerii","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Only s single split in the genus between five species and ten species","Nature 446, 507-512 (2007)",NA,NA
"Sundasciurus_tenuis","Rodentia","Sciuridae","Sundasciurus","tenuis","Sundasciurus","tenuis","Sundasciurus","tenuis","Sundasciurus","tenuis","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Only s single split in the genus between five species and ten species","Nature 446, 507-512 (2007)",NA,NA
"Surdisorex_norae","Eulipotyphla","Soricidae","Surdisorex","norae","Surdisorex","norae","Surdisorex","norae","Surdisorex","norae","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Genus sister to Myosorex or Congosorex","Subfamily",NA,NA
"Surdisorex_polulus","Eulipotyphla","Soricidae","Surdisorex","polulus","Surdisorex","polulus","Surdisorex","polulus","Surdisorex","polulus","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Genus sister to Myosorex or Congosorex","Subfamily",NA,NA
"Surdisorex_schlitteri","Eulipotyphla","Soricidae","Surdisorex","schlitteri","000 Species not yet considered valid","000 Species not yet considered valid","000 Species not yet considered valid","000 Species not yet considered valid","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 None","No","Version 1.0","No","4",0,0,"Genus sister to Myosorex or Congosorex","Subfamily",NA,NA
"Suricata_suricatta","Carnivora","Herpestidae","Suricata","suricatta","Suricata","suricatta","Suricata","suricatta","Suricata","suricatta","000 Exact match","000 None","No","Version 1.0","Yes","1",3,2388,NA,NA,NA,NA
